Drug,Cell
352299,SK_MEL_5
681642,SF_539
141549,A498
256927,MOLT_4
794442,A498
767246,CCRF_CEM
782180,NCI_H460
773394,CCRF_CEM
761189,NCI_H522
139105,SK_MEL_28
768072,U251
760765,SF_539
773265,OVCAR_8
627505,HS578T
758612,NCI_ADR_RES
767217,SR
249910,NCI_H226
364830,CCRF_CEM
767364,OVCAR_3
767238,UO_31
747974,RPMI_8226
767197,MDA_MB_435
224131,HCT_15
734945,RPMI_8226
767237,NCI_H226
767317,K_562
781516,NCI_H226
767404,SF_539
754359,SF_539
756656,MOLT_4
756702,COLO205
777638,CAKI_1
820919,MDA_MB_435
767238,SF_539
783107,NCI_H23
782164,K_562
740268,NCI_H460
767197,A498
681639,OVCAR_8
751548,NCI_H23
809693,CCRF_CEM
681642,RPMI_8226
34462,U251
722134,UO_31
760143,COLO205
683555,DU_145
369100,NCI_H23
706995,K_562
710297,RPMI_8226
755762,NCI_H460
767898,A498
252844,CAKI_1
733252,HS578T
758664,RPMI_8226
95678,NCI_H23
606869,NCI_H460
785299,COLO205
707389,NCI_H23
764823,RPMI_8226
683557,SK_MEL_5
787457,DU_145
780290,HS578T
749227,COLO205
603071,SK_MEL_5
759155,NCI_H226
767317,OVCAR_3
249910,SK_MEL_5
767337,HOP_92
783249,HOP_92
801089,A498
758645,SK_MEL_5
765888,NCI_H522
754344,OVCAR_8
776017,UO_31
756641,COLO205
778909,RPMI_8226
661746,OVCAR_8
800085,DU_145
757348,CAKI_1
737754,K_562
767258,CAKI_1
767304,CAKI_1
683556,NCI_H226
308847,NCI_H460
773263,NCI_H460
767191,COLO205
778809,K_562
785299,MDA_MB_435
778448,CAKI_1
810717,CAKI_1
764765,COLO205
758243,CAKI_1
618487,HOP_92
812926,A498
759857,OVCAR_8
94600,NCI_H522
758247,CAKI_1
758250,CCRF_CEM
67574,OVCAR_3
764517,HOP_92
623017,OVCAR_8
755985,CCRF_CEM
618939,CCRF_CEM
771750,HS578T
134033,SK_MEL_28
767470,HOP_92
780250,SR
67574,NCI_H226
736099,COLO205
791966,A498
708298,NCI_H226
45388,SR
94600,RPMI_8226
767291,NCI_H460
767361,HS578T
799348,CCRF_CEM
764517,K_562
758612,UO_31
791967,A498
706995,COLO205
706995,A498
760183,NCI_H522
772991,HS578T
269148,U251
763444,NCI_H522
269148,MOLT_4
681637,OVCAR_8
759850,NCI_H460
369100,HCT_15
267469,CAKI_1
724998,NCI_ADR_RES
639186,UO_31
774829,NCI_H522
781470,SR
764659,SR
697912,DU_145
767247,K_562
126771,SR
764042,SK_MEL_5
754344,A498
761069,RPMI_8226
772351,MDA_MB_435
369100,U251
312887,MOLT_4
767250,CAKI_1
792996,SF_539
773094,SK_MEL_5
771750,HOP_92
757444,MDA_MB_435
749226,RPMI_8226
329680,UO_31
755400,SR
758440,MDA_MB_231
224131,MOLT_4
332598,K_562
792987,HOP_92
767898,HS578T
661746,SK_MEL_5
256942,SR
773394,U251
778809,SK_MEL_28
756656,A498
735037,DU_145
786099,A498
139105,NCI_H522
767287,HCT_15
104800,HCT_15
757149,NCI_H460
681642,MOLT_4
768070,SF_539
351710,COLO205
767237,SR
352122,MDA_MB_435
758253,SF_539
343499,RPMI_8226
73754,CCRF_CEM
759677,HOP_92
758250,SR
126771,MDA_MB_231
764515,RPMI_8226
724998,DU_145
736101,NCI_H522
256927,NCI_H522
758645,A498
755400,CCRF_CEM
759676,HCT_15
224131,SR
767391,SR
776043,K_562
791967,SR
757306,U251
754366,RPMI_8226
767287,COLO205
799348,A498
734325,MDA_MB_435
38721,NCI_ADR_RES
736202,MOLT_4
781516,HCT_15
767275,K_562
783107,NCI_H460
734325,SF_539
83265,COLO205
649890,NCI_H460
767366,A498
793677,SR
767291,SK_MEL_5
758664,U251
767408,SR
757098,UO_31
761070,K_562
781344,MOLT_4
134033,NCI_H23
764042,SK_MEL_28
184692,SR
762521,UO_31
786098,DU_145
118994,COLO205
767259,A498
786098,COLO205
606986,NCI_H522
755387,NCI_H460
767237,SF_539
758250,NCI_H522
268242,SR
764580,A498
758440,NCI_H522
767222,SR
681642,NCI_ADR_RES
758247,RPMI_8226
756702,K_562
791967,SF_539
776017,SF_539
760536,NCI_H460
67574,CCRF_CEM
95382,SF_539
780250,SF_539
782122,OVCAR_3
25154,U251
707545,SF_539
256439,MOLT_4
759676,MDA_MB_435
782153,MDA_MB_231
767238,CAKI_1
777877,HOP_92
767217,NCI_H522
799337,CAKI_1
764821,MOLT_4
767291,CCRF_CEM
792987,EKVX
756641,NCI_H460
758662,CAKI_1
758896,HOP_92
767199,CCRF_CEM
759850,COLO205
759155,A498
767228,SF_539
756877,HS578T
609395,SR
67574,DU_145
736101,OVCAR_3
758774,SK_MEL_5
767259,DU_145
776996,SF_539
767261,A498
782122,SF_539
693255,UO_31
767953,SK_MEL_5
754366,NCI_H226
793151,RPMI_8226
768072,SK_MEL_5
765672,CAKI_1
767331,UO_31
758242,A498
767254,NCI_H460
330500,RPMI_8226
781008,NCI_H226
681643,SR
71261,NCI_H460
352122,SF_539
777879,U251
109724,MOLT_4
299933,SF_539
766270,HOP_92
776017,NCI_H460
374028,A498
788121,DU_145
786099,UO_31
802100,COLO205
785299,NCI_H226
784722,RPMI_8226
758664,OVCAR_8
139105,CCRF_CEM
184692,RPMI_8226
725776,UO_31
781344,A498
755387,HOP_92
707545,RPMI_8226
781516,DU_145
752840,UO_31
747167,HCT_15
767375,MDA_MB_435
59814,NCI_H23
755841,OVCAR_3
706995,CCRF_CEM
778909,SR
776996,A498
758612,HOP_92
759174,A498
767320,NCI_ADR_RES
757087,CCRF_CEM
14229,COLO205
758873,RPMI_8226
767375,SR
756641,HOP_92
153353,A498
767746,HCT_15
767470,NCI_H460
768073,U251
773265,NCI_H460
778368,SF_539
764487,HS578T
267469,K_562
755841,MOLT_4
767227,MDA_MB_435
352299,COLO205
813488,SF_539
781008,NCI_H460
755761,NCI_H226
698037,MOLT_4
752782,HS578T
141549,NCI_H522
661746,NCI_H460
777879,A498
332598,NCI_H226
800085,SF_539
19893,COLO205
728073,CCRF_CEM
754366,SK_MEL_5
757306,NCI_H460
767380,SF_539
758896,NCI_H522
805746,A498
613327,DU_145
109724,NCI_ADR_RES
809693,EKVX
681639,NCI_ADR_RES
681637,NCI_H226
268242,NCI_ADR_RES
27640,SK_MEL_5
27640,MOLT_4
768073,SR
757348,EKVX
266046,CAKI_1
67574,U251
764580,NCI_H23
767265,COLO205
722134,EKVX
764515,UO_31
26980,U251
610457,NCI_H23
606985,NCI_ADR_RES
776996,NCI_H522
761189,RPMI_8226
759857,NCI_H460
363812,MDA_MB_435
757087,NCI_H23
767365,MOLT_4
299933,NCI_H226
649890,MOLT_4
343499,CCRF_CEM
656576,CAKI_1
683863,COLO205
111180,CAKI_1
767375,SF_539
755387,CCRF_CEM
767231,SK_MEL_28
767227,SR
246131,MOLT_4
330500,SK_MEL_28
757444,MOLT_4
759660,RPMI_8226
139105,MOLT_4
268242,K_562
761192,COLO205
606985,UO_31
767391,MOLT_4
606986,A498
693255,OVCAR_3
777877,A498
787252,UO_31
767898,U251
324646,HOP_92
784817,SF_539
126771,RPMI_8226
767470,OVCAR_8
349174,NCI_H226
777194,DU_145
782762,CCRF_CEM
757087,DU_145
759195,NCI_H460
755400,MOLT_4
780042,COLO205
767231,K_562
606869,UO_31
783249,HCT_15
783249,NCI_ADR_RES
734945,NCI_H522
783102,CAKI_1
785306,K_562
706995,DU_145
767337,COLO205
761069,COLO205
95382,CCRF_CEM
759850,HOP_92
757087,SF_539
771532,SK_MEL_28
772469,NCI_H522
349174,K_562
736624,CAKI_1
761188,DU_145
754359,SR
256927,NCI_H23
767217,NCI_H23
811429,NCI_H226
344007,CCRF_CEM
733504,U251
757348,OVCAR_3
784817,HOP_92
791059,U251
755386,SK_MEL_5
252844,HCT_15
767237,COLO205
141549,CCRF_CEM
767291,SF_539
791967,COLO205
134033,HCT_15
755761,UO_31
784590,NCI_H23
735408,RPMI_8226
767217,OVCAR_8
759676,EKVX
747856,SK_MEL_5
766270,MDA_MB_231
767246,MDA_MB_435
319726,RPMI_8226
606497,MOLT_4
800085,NCI_H226
778364,UO_31
767897,HOP_92
772885,SK_MEL_28
186301,A498
777445,HOP_92
782164,COLO205
788365,NCI_H522
256942,CAKI_1
764823,HOP_92
766270,OVCAR_3
603071,NCI_H23
767339,A498
767291,SR
755761,OVCAR_8
603071,NCI_H226
758186,UO_31
755926,COLO205
782549,COLO205
759094,HS578T
609699,NCI_H23
755841,NCI_H460
767246,MOLT_4
714597,RPMI_8226
246131,NCI_H23
765888,UO_31
757036,MOLT_4
758671,NCI_H23
761069,CCRF_CEM
756641,OVCAR_3
623017,NCI_H460
767237,HS578T
767291,COLO205
764037,SR
352299,MOLT_4
768070,NCI_H460
777445,A498
661746,CCRF_CEM
104800,RPMI_8226
606985,U251
83265,HCT_15
767952,MDA_MB_435
787252,COLO205
747856,NCI_H460
767243,K_562
767320,SR
785117,SK_MEL_5
758242,DU_145
778448,NCI_H522
669364,HOP_92
409962,K_562
768073,COLO205
762,DU_145
734325,RPMI_8226
755762,NCI_H23
780019,UO_31
799337,HS578T
767398,SR
755841,RPMI_8226
267469,NCI_H23
344007,DU_145
757087,SR
681643,CCRF_CEM
768072,COLO205
809693,MOLT_4
756643,SK_MEL_5
268242,MDA_MB_435
777639,NCI_ADR_RES
764037,K_562
787252,NCI_H460
320846,NCI_H460
767227,NCI_H23
764580,NCI_H460
747974,SR
758253,NCI_H226
811429,U251
759856,NCI_H522
761387,UO_31
764659,CCRF_CEM
764481,CAKI_1
338947,MOLT_4
736202,SF_539
754351,NCI_H522
758243,NCI_H226
787880,UO_31
780250,NCI_H226
777638,HOP_92
767243,MDA_MB_435
226080,SF_539
123127,RPMI_8226
163501,HCT_15
760143,OVCAR_8
757348,MDA_MB_435
683557,OVCAR_8
812926,EKVX
804861,MOLT_4
782180,K_562
776043,COLO205
374028,SR
735408,MDA_MB_231
764517,MOLT_4
354646,K_562
627505,NCI_H522
758242,NCI_H522
14229,SK_MEL_28
363812,CCRF_CEM
752,NCI_ADR_RES
606985,SR
767197,RPMI_8226
754361,SF_539
778909,COLO205
778747,MDA_MB_231
725776,CCRF_CEM
681639,NCI_H23
781761,HOP_92
758488,NCI_H522
778368,HS578T
666608,SR
755386,SF_539
767191,HS578T
764515,SR
781344,NCI_H460
764334,NCI_H23
374028,SK_MEL_5
761692,SR
330500,CCRF_CEM
767261,HS578T
783107,DU_145
783916,SF_539
764091,A498
719276,RPMI_8226
764134,UO_31
756643,RPMI_8226
249910,U251
785299,UO_31
756663,RPMI_8226
806387,EKVX
767331,CAKI_1
271674,NCI_H522
768508,A498
176323,NCI_H23
67574,CAKI_1
269148,HOP_92
681638,NCI_H226
767243,HOP_92
757087,SK_MEL_5
767287,A498
758645,U251
756702,SR
767194,NCI_H522
163501,OVCAR_8
767398,NCI_H522
751548,NCI_H522
324646,NCI_H522
749226,NCI_ADR_RES
733504,UO_31
354646,U251
765672,NCI_H226
609395,NCI_H226
767193,MDA_MB_435
761069,K_562
754348,MOLT_4
767217,OVCAR_3
790865,SK_MEL_28
787048,HOP_92
767217,SK_MEL_5
71261,RPMI_8226
752782,NCI_H23
808507,K_562
758612,SF_539
729998,K_562
664404,RPMI_8226
330500,HOP_92
708298,NCI_H522
765435,RPMI_8226
758896,U251
767207,SF_539
767211,SF_539
606497,NCI_H460
683556,SK_MEL_5
782549,OVCAR_3
759676,OVCAR_8
34462,SR
324646,RPMI_8226
782153,NCI_H522
758662,U251
785299,OVCAR_3
747856,DU_145
766270,CCRF_CEM
123127,MOLT_4
134033,U251
767275,NCI_H522
255109,RPMI_8226
768072,K_562
281612,SF_539
747856,A498
781556,CAKI_1
812927,MDA_MB_231
337766,SF_539
767207,HS578T
406042,RPMI_8226
255109,OVCAR_3
27640,K_562
246131,SK_MEL_5
89201,NCI_H522
777425,A498
768509,HOP_92
759094,COLO205
780042,A498
733504,SR
766821,CAKI_1
406042,OVCAR_3
760766,OVCAR_3
221019,SF_539
67574,NCI_H460
767378,HCT_15
782362,EKVX
760764,NCI_H460
139105,SR
754361,CAKI_1
785306,HOP_92
749227,UO_31
139105,RPMI_8226
337766,NCI_H460
759195,SR
792848,EKVX
758671,MOLT_4
755841,DU_145
757149,U251
783916,HCT_15
308847,CAKI_1
759857,HOP_92
777571,CAKI_1
764487,SR
105014,CAKI_1
681640,CCRF_CEM
767289,HCT_15
767364,NCI_H23
708298,SF_539
681638,K_562
776422,MDA_MB_435
256439,SF_539
767378,A498
767250,HS578T
757149,DU_145
673187,HS578T
758488,A498
784722,SK_MEL_5
255109,OVCAR_8
759195,HOP_92
629971,SF_539
623017,CAKI_1
784856,HOP_92
105014,HOP_92
767287,MOLT_4
777571,MDA_MB_231
763444,HOP_92
767331,MDA_MB_435
772887,U251
767746,COLO205
27640,CAKI_1
349174,NCI_H522
789797,NCI_H23
756663,SK_MEL_5
767365,UO_31
767287,SR
725776,NCI_H23
755806,NCI_H23
781344,U251
759095,SK_MEL_5
773394,MDA_MB_231
758007,SK_MEL_5
708298,RPMI_8226
767211,UO_31
73754,CAKI_1
332598,CAKI_1
755761,U251
736624,NCI_H460
618487,EKVX
759857,U251
755806,RPMI_8226
759224,A498
781470,NCI_H460
782122,DU_145
681642,UO_31
768508,HOP_92
767408,NCI_H522
767197,CAKI_1
88536,RPMI_8226
681643,SF_539
603077,SF_539
767304,NCI_H522
767409,CAKI_1
683555,RPMI_8226
788186,MDA_MB_231
776422,SR
134033,CAKI_1
785306,UO_31
764659,MOLT_4
734325,DU_145
697912,HOP_92
616348,MOLT_4
756643,CCRF_CEM
267469,NCI_H522
767211,K_562
776043,MDA_MB_435
740268,U251
781470,NCI_H23
759857,NCI_H226
134033,UO_31
787048,CCRF_CEM
767219,OVCAR_3
758186,K_562
794442,CAKI_1
755775,NCI_H460
779405,OVCAR_3
758487,HS578T
767339,K_562
780042,RPMI_8226
606698,MOLT_4
613327,U251
308847,SR
767276,CAKI_1
759677,SF_539
767952,OVCAR_3
755400,SF_539
759850,NCI_H23
89201,A498
756647,HS578T
756663,MOLT_4
281612,UO_31
406042,NCI_H226
767331,A498
756643,SR
783107,UO_31
755387,MOLT_4
736101,RPMI_8226
782180,SK_MEL_5
773265,MOLT_4
330500,COLO205
754351,CCRF_CEM
271674,MOLT_4
799348,NCI_H226
758253,HOP_92
781516,SR
792987,UO_31
778809,HOP_92
736202,U251
758488,RPMI_8226
343499,SR
737754,NCI_H226
755841,OVCAR_8
758007,UO_31
761194,HCT_15
764481,SF_539
803789,HOP_92
767317,NCI_ADR_RES
681637,NCI_H460
767194,K_562
791227,A498
767897,CCRF_CEM
767202,SK_MEL_5
783249,NCI_H522
268242,RPMI_8226
759174,SR
758488,NCI_H23
759224,MOLT_4
756657,U251
759857,UO_31
618939,NCI_H226
787457,HOP_92
764821,CCRF_CEM
255109,MDA_MB_435
363812,NCI_H226
758247,UO_31
681639,SF_539
63984,HS578T
777194,NCI_ADR_RES
603077,NCI_H23
773094,MDA_MB_435
767265,U251
656576,CCRF_CEM
603071,CCRF_CEM
792996,MOLT_4
606986,DU_145
780249,CCRF_CEM
255109,K_562
767409,K_562
800085,MDA_MB_435
618939,UO_31
767320,A498
609699,SF_539
613327,MDA_MB_435
761692,RPMI_8226
111180,COLO205
760536,HOP_92
789969,UO_31
754361,HCT_15
256927,CCRF_CEM
3061,NCI_H460
810341,A498
613327,NCI_ADR_RES
782164,MOLT_4
765435,COLO205
752631,SF_539
759677,CCRF_CEM
782362,COLO205
623017,MOLT_4
781344,DU_145
406042,U251
609395,A498
249910,SR
71423,U251
19893,SR
781470,SK_MEL_28
629971,MOLT_4
758007,HOP_92
758671,UO_31
767386,SK_MEL_5
109724,NCI_H460
767953,NCI_H522
784817,SR
784590,COLO205
765435,NCI_H522
799348,CAKI_1
754344,NCI_H460
134033,MOLT_4
788121,UO_31
406042,SF_539
683556,SR
810717,K_562
767231,SK_MEL_5
681637,DU_145
767299,HOP_92
772991,U251
767331,SF_539
809693,HOP_92
781008,MDA_MB_231
782007,HOP_92
767228,CAKI_1
772991,NCI_H226
163062,NCI_H522
709237,MOLT_4
767194,MDA_MB_435
764135,DU_145
609395,MDA_MB_435
606986,NCI_ADR_RES
725776,NCI_H460
681642,NCI_H522
749227,SK_MEL_5
226080,HOP_92
754361,SR
737754,NCI_H460
681640,K_562
773265,COLO205
724998,SK_MEL_5
673187,MOLT_4
754366,SR
779217,CAKI_1
618939,NCI_ADR_RES
174939,NCI_H460
767275,HS578T
758186,NCI_H460
733252,A498
153353,HCT_15
184692,SK_MEL_5
772351,K_562
772885,DU_145
754344,HS578T
784817,NCI_H522
767307,UO_31
767259,CAKI_1
759677,NCI_H522
364830,CAKI_1
767211,A498
772197,HS578T
764334,NCI_H226
752631,MOLT_4
773394,K_562
767386,MDA_MB_435
757444,HOP_92
755806,SK_MEL_5
785299,NCI_H460
369100,SK_MEL_5
782164,DU_145
221019,CAKI_1
714597,CCRF_CEM
609395,SF_539
755387,NCI_H522
94600,DU_145
756663,COLO205
778747,SK_MEL_5
67574,NCI_H23
299933,MDA_MB_435
767375,A498
733252,NCI_ADR_RES
751548,CAKI_1
764659,NCI_H23
776996,DU_145
764037,MDA_MB_435
781761,K_562
755775,CCRF_CEM
782153,SF_539
791966,SR
758488,MDA_MB_231
771532,SF_539
767332,HS578T
757036,NCI_H460
627505,SF_539
742380,CCRF_CEM
768070,HS578T
26980,CAKI_1
732011,K_562
756643,K_562
697912,SR
163501,NCI_H460
83265,SF_539
761070,NCI_H460
806388,CCRF_CEM
810341,HOP_92
782122,UO_31
760143,SK_MEL_28
767222,CCRF_CEM
767254,NCI_ADR_RES
767227,A498
708298,CAKI_1
767199,K_562
756643,NCI_H23
774831,CAKI_1
773394,OVCAR_8
767352,UO_31
249910,SF_539
780250,UO_31
779218,A498
683863,OVCAR_8
629971,CAKI_1
758671,SR
764487,NCI_H460
226080,CAKI_1
782153,SK_MEL_5
603071,CAKI_1
767952,MOLT_4
762,U251
683555,SR
773262,SR
606497,NCI_H522
756643,NCI_H522
669364,UO_31
767398,RPMI_8226
755386,OVCAR_3
767408,HOP_92
782762,NCI_H226
603071,NCI_H460
761188,CCRF_CEM
67574,SR
776017,NCI_H226
767261,HCT_15
771750,SR
776043,SK_MEL_28
95382,CAKI_1
629971,OVCAR_8
758774,A498
767952,SK_MEL_5
780250,A498
780290,UO_31
758487,K_562
781008,SK_MEL_28
708298,NCI_H460
618939,SR
758896,SR
616348,DU_145
352122,OVCAR_8
627505,U251
767287,SK_MEL_5
759850,DU_145
684363,OVCAR_3
768509,MDA_MB_231
759857,CAKI_1
757036,HCT_15
767199,SR
89201,HCT_15
767331,HCT_15
773262,A498
757348,NCI_ADR_RES
351710,EKVX
708298,NCI_H23
781008,CCRF_CEM
810717,NCI_H226
813488,HOP_92
182986,CCRF_CEM
801089,UO_31
728073,SF_539
792987,COLO205
767337,SR
768073,NCI_H460
123127,U251
767391,CCRF_CEM
163501,OVCAR_3
683863,OVCAR_3
12198,SK_MEL_5
735037,HOP_92
252844,NCI_H522
812927,SF_539
767387,HCT_15
71795,OVCAR_8
758242,SF_539
783916,CCRF_CEM
756663,CCRF_CEM
767244,SK_MEL_5
758242,OVCAR_3
767373,MDA_MB_435
782549,HOP_92
145668,NCI_H460
782362,NCI_H460
761387,MDA_MB_435
781148,COLO205
767293,SR
609699,K_562
221019,SR
643833,DU_145
791966,SK_MEL_5
606986,NCI_H23
771532,A498
141549,UO_31
784815,NCI_H460
606986,OVCAR_8
673188,CCRF_CEM
792996,K_562
767952,K_562
330507,NCI_H23
758488,CCRF_CEM
756877,MDA_MB_231
733252,SF_539
782164,RPMI_8226
777571,HOP_92
752840,MDA_MB_435
785117,HCT_15
764517,NCI_H522
787457,EKVX
785117,MOLT_4
767331,SR
735037,NCI_H23
733252,UO_31
684363,K_562
681639,NCI_H522
734945,K_562
767317,NCI_H522
681643,OVCAR_8
772197,HOP_92
320846,SF_539
756702,OVCAR_3
618487,HS578T
757087,CAKI_1
618939,CAKI_1
661746,U251
755775,MDA_MB_435
763444,A498
767194,NCI_H460
628503,SF_539
729998,MDA_MB_231
767250,COLO205
118994,SR
756877,SR
12198,SR
773265,DU_145
758662,MDA_MB_231
783102,SK_MEL_28
749227,EKVX
765435,SK_MEL_5
693255,EKVX
308847,MDA_MB_231
752782,HCT_15
613327,MOLT_4
709237,SR
95382,SK_MEL_5
768509,NCI_H226
767386,COLO205
767228,NCI_H226
757036,SK_MEL_5
758873,COLO205
256942,SK_MEL_5
764334,SK_MEL_5
12198,EKVX
774830,NCI_H460
724998,U251
736624,CCRF_CEM
153353,SK_MEL_5
629971,NCI_H23
661746,COLO205
63984,DU_145
780249,NCI_H23
643833,CAKI_1
784856,OVCAR_3
755841,SK_MEL_28
105014,K_562
781627,CAKI_1
767289,U251
329680,CCRF_CEM
799337,HOP_92
778368,A498
777571,U251
767243,COLO205
767211,NCI_H522
808507,NCI_H23
252844,K_562
661746,K_562
747167,MDA_MB_435
759660,A498
226080,CCRF_CEM
764823,A498
764042,MDA_MB_435
767408,NCI_H460
757036,OVCAR_3
764334,MDA_MB_435
609395,NCI_ADR_RES
616348,U251
684363,OVCAR_8
772885,MDA_MB_435
781008,HOP_92
95382,SR
95466,CCRF_CEM
756652,CAKI_1
683555,NCI_ADR_RES
735037,CAKI_1
767194,COLO205
797771,A498
780250,DU_145
764823,NCI_ADR_RES
758612,NCI_H23
629971,HOP_92
616348,SR
774831,NCI_H226
758896,HCT_15
338947,NCI_H460
767202,CCRF_CEM
767953,K_562
767293,COLO205
226080,HS578T
319726,CCRF_CEM
758253,OVCAR_3
255109,COLO205
764134,SK_MEL_28
349174,DU_145
801089,CAKI_1
767470,DU_145
767215,MDA_MB_435
764037,HCT_15
772197,NCI_H226
777571,A498
761188,NCI_H23
765435,DU_145
767317,HCT_15
758186,RPMI_8226
810341,SR
777425,HS578T
768068,COLO205
767246,HCT_15
767263,COLO205
758896,NCI_H226
755387,SR
758488,NCI_H460
777445,COLO205
767189,NCI_H522
778364,HS578T
772885,COLO205
63984,CCRF_CEM
760183,COLO205
805746,RPMI_8226
708298,OVCAR_8
606499,MOLT_4
111180,NCI_H522
780042,HCT_15
801661,SF_539
780042,CAKI_1
760143,K_562
609395,CCRF_CEM
95678,NCI_ADR_RES
782122,CCRF_CEM
406042,K_562
760766,HOP_92
778448,RPMI_8226
352122,RPMI_8226
789797,UO_31
752782,MDA_MB_435
756643,MDA_MB_435
23759,CCRF_CEM
777448,SF_539
783916,RPMI_8226
782164,HCT_15
71261,NCI_ADR_RES
761188,NCI_ADR_RES
737754,MOLT_4
767364,SR
773394,HS578T
811429,SF_539
764516,NCI_H522
781008,SK_MEL_5
255109,HOP_92
747167,A498
749227,NCI_H23
759676,MOLT_4
768072,NCI_H460
67574,OVCAR_8
773394,MOLT_4
755386,MDA_MB_231
759095,MOLT_4
139105,NCI_H23
785117,A498
759850,MDA_MB_435
756647,NCI_H226
255109,HS578T
256927,CAKI_1
767289,UO_31
618487,MDA_MB_231
768073,CAKI_1
767227,CCRF_CEM
785299,RPMI_8226
767318,SK_MEL_5
697912,NCI_H23
768072,RPMI_8226
330500,SF_539
767339,UO_31
779405,DU_145
755841,COLO205
174939,UO_31
792848,MOLT_4
767006,HOP_92
760183,CAKI_1
606499,DU_145
767746,HOP_92
767231,SF_539
800085,HOP_92
777448,HCT_15
757087,NCI_H460
616348,CCRF_CEM
709237,NCI_H23
782164,NCI_H460
767897,K_562
755809,SK_MEL_5
740268,CCRF_CEM
764823,DU_145
760536,UO_31
755775,NCI_H226
778809,HCT_15
754361,K_562
758247,COLO205
764334,NCI_H522
740268,OVCAR_8
764516,A498
618939,SF_539
765435,MOLT_4
783296,CAKI_1
707545,MOLT_4
747856,HS578T
785117,NCI_H226
332598,COLO205
154948,SF_539
71795,NCI_H460
754366,U251
754351,SK_MEL_5
791966,UO_31
629971,SK_MEL_5
793726,HS578T
246131,U251
736099,MOLT_4
779218,HOP_92
791967,HS578T
767404,RPMI_8226
781008,RPMI_8226
791059,HOP_92
752782,NCI_H226
351710,MOLT_4
800085,EKVX
751548,U251
772885,HOP_92
683555,NCI_H522
776996,HCT_15
71261,OVCAR_3
764487,A498
767194,HOP_92
783107,MOLT_4
791967,NCI_H23
766270,SF_539
804521,CAKI_1
643833,SF_539
755773,CAKI_1
793151,UO_31
780042,UO_31
226080,A498
764580,HS578T
754344,SF_539
761070,MOLT_4
252844,SR
767373,HS578T
760766,DU_145
804861,COLO205
781516,OVCAR_8
754366,K_562
14229,NCI_H23
664404,U251
767470,SF_539
736202,CCRF_CEM
751548,RPMI_8226
354646,MDA_MB_435
19893,UO_31
344007,MOLT_4
14229,U251
800851,HS578T
767211,CAKI_1
683557,SF_539
23162,DU_145
789969,MDA_MB_231
767246,SK_MEL_5
709237,NCI_H460
45388,RPMI_8226
754348,K_562
779218,MDA_MB_231
684363,RPMI_8226
747974,MDA_MB_435
767365,NCI_H522
618939,MOLT_4
758242,NCI_H23
808792,SK_MEL_28
63984,MDA_MB_231
767259,NCI_H460
754366,COLO205
767254,DU_145
788365,SR
781627,SF_539
772991,NCI_H522
681642,SK_MEL_5
330507,SR
780250,CCRF_CEM
757036,CAKI_1
767197,HS578T
758488,U251
710297,HOP_92
271674,NCI_ADR_RES
759195,MOLT_4
793726,A498
777425,CCRF_CEM
754361,HS578T
760764,HOP_92
754361,OVCAR_3
788121,CAKI_1
755775,MOLT_4
776017,HS578T
767398,NCI_H226
268242,NCI_H460
788121,A498
683557,NCI_H226
606499,SF_539
778747,SF_539
799337,UO_31
724998,CAKI_1
111180,UO_31
767202,SF_539
767193,K_562
95382,MOLT_4
352299,NCI_H23
111180,EKVX
729998,RPMI_8226
761194,MDA_MB_435
767226,SF_539
707545,SK_MEL_5
352299,NCI_H522
801089,NCI_H226
603077,U251
774830,CAKI_1
123127,NCI_H522
771532,HOP_92
774829,COLO205
781556,SF_539
767199,SF_539
755761,EKVX
781556,HOP_92
755761,NCI_ADR_RES
3061,K_562
767366,HOP_92
760764,UO_31
773263,K_562
761192,U251
761387,U251
736101,NCI_ADR_RES
3061,MOLT_4
710297,MOLT_4
764487,MDA_MB_435
767215,HOP_92
754348,COLO205
351710,NCI_H23
750690,CAKI_1
332598,NCI_H460
754344,NCI_H23
820919,NCI_H23
767199,COLO205
764516,OVCAR_3
88536,HOP_92
94600,CAKI_1
649890,NCI_H226
329680,DU_145
788186,SK_MEL_5
673187,MDA_MB_435
758007,MDA_MB_435
764823,OVCAR_8
791966,COLO205
759660,UO_31
800085,SK_MEL_28
163062,COLO205
777571,UO_31
767247,OVCAR_3
766991,SF_539
616348,CAKI_1
755806,CCRF_CEM
759155,HOP_92
767365,HOP_92
725776,SR
758247,SK_MEL_5
681643,NCI_H23
779405,CAKI_1
363812,COLO205
755387,MDA_MB_231
729998,SR
246131,SR
755841,U251
256942,NCI_H226
779218,HS578T
364830,U251
778747,RPMI_8226
759174,OVCAR_8
764659,A498
730004,MDA_MB_231
224131,SK_MEL_28
139105,COLO205
664404,COLO205
771750,COLO205
774830,HCT_15
760765,NCI_H522
123127,A498
777571,HS578T
767243,MOLT_4
767375,HCT_15
806387,RPMI_8226
776763,SF_539
735037,CCRF_CEM
803789,NCI_H226
767380,HCT_15
755983,HOP_92
736202,SR
767261,COLO205
755841,NCI_H522
221019,A498
764481,MOLT_4
308847,OVCAR_8
733252,K_562
801661,DU_145
734325,MOLT_4
782362,HS578T
767408,CCRF_CEM
755773,MOLT_4
781344,SF_539
793726,MDA_MB_435
71423,SR
782153,MOLT_4
681642,NCI_H23
755926,A498
176323,NCI_H226
747974,HOP_92
