Drug,Cell
740521,OVCAR_5
271674,SF_539
118994,A549
616348,KM12
694501,MCF7
736624,LOXIMVI
736198,MDA_MB_231
758706,MALME_3M
102627,HCC_2998
606498,SW_620
172112,MOLT_4
364830,U251
758612,KM12
740,NCI_H23
747856,HL_60
27640,HCC_2998
606173,KM12
759614,NCI_H322M
629971,MOLT_4
79037,MDA_N
759195,HCT_116
118218,SNB_19
163501,MDA_N
697887,SK_MEL_5
1895,NCI_ADR_RES
295499,U251
143020,SK_OV_3
77213,NCI_ADR_RES
681638,CAKI_1
759857,MDA_MB_231
56410,NCI_H522
637037,CAKI_1
374551,BT_549
126771,OVCAR_8
737518,ACHN
606497,OVCAR_8
706744,T47D
784722,HOP_62
348948,MCF7
134727,KM12
756660,MOLT_4
623017,SK_MEL_2
374028,DU_145
369395,OVCAR_5
174121,MDA_MB_435
606497,SNB_19
148958,786_0
167780,ACHN
82151,OVCAR_4
681646,HOP_92
637037,MOLT_4
249992,NCI_H460
683558,BT_549
755384,HCC_2998
1390,UACC_257
765396,OVCAR_3
25154,ACHN
267469,COLO205
344007,A498
143095,HCT_116
109724,MCF7
758671,SF_539
755384,MDA_MB_231
145668,A498
610458,NCI_H226
752840,COLO205
755985,RPMI_8226
118218,SK_MEL_28
755,PC_3
754365,MCF7
740521,RXF_393
755985,HCT_15
681643,RXF_393
760419,ACHN
63878,NCI_H522
758667,SK_OV_3
109724,COLO205
610457,HOP_92
25154,SW_620
681639,HT29
752,KM12
163501,RXF_393
789797,BT_549
134033,U251
25154,HOP_62
127716,HS578T
344007,SK_MEL_28
736198,M14
153353,KM12
759614,U251
83142,MALME_3M
681640,NCI_H322M
71851,U251
365798,HCC_2998
755880,OVCAR_3
145668,NCI_H522
639186,MOLT_4
681642,ACHN
353451,TK_10
338947,HL_60
154948,OVCAR_3
163501,IGROV1
45388,MALME_3M
352299,HT29
145668,DU_145
606499,SK_OV_3
606869,MALME_3M
784722,OVCAR_3
369395,A549
349174,NCI_ADR_RES
107124,SK_MEL_28
724998,HL_60
681634,K_562
736201,EKVX
681638,A498
610457,SK_MEL_28
753686,786_0
164011,A498
182986,OVCAR_3
178248,UACC_62
141549,IGROV1
134679,TK_10
63984,CCRF_CEM
267469,HOP_62
14229,EKVX
721517,BT_549
266046,MDA_MB_435
109724,EKVX
765775,ACHN
724998,SK_MEL_28
105132,SF_539
51143,786_0
176323,MDA_MB_231
758612,LOXIMVI
603076,UO_31
740521,MCF7
312887,RPMI_8226
105132,RXF_393
139105,786_0
95382,OVCAR_4
606170,TK_10
172112,SNB_75
639174,A549
241240,OVCAR_3
71261,HS578T
756717,SF_268
623017,K_562
9706,UO_31
56410,SNB_19
107392,SK_OV_3
768593,OVCAR_3
366140,HOP_62
755985,UO_31
627505,HCT_15
757087,OVCAR_8
256942,SK_MEL_2
610457,SK_MEL_5
27640,U251
104800,OVCAR_4
143095,UO_31
725776,NCI_H522
276382,HL_60
271674,TK_10
756660,TK_10
736624,OVCAR_8
95441,HCT_116
610458,EKVX
682298,NCI_H226
758255,SNB_19
697912,LOXIMVI
757804,HCT_116
740268,TK_10
758667,OVCAR_5
768112,SK_MEL_2
25154,BT_549
681633,SF_539
132313,DU_145
603076,NCI_H322M
176323,MCF7
95466,K_562
141540,NCI_H322M
752,SK_MEL_5
681641,CAKI_1
681633,NCI_H23
3088,U251
63878,BT_549
752,SW_620
134033,HCT_15
314622,SK_MEL_28
3053,RPMI_8226
1390,IGROV1
122819,SF_268
71261,NCI_H460
603071,U251
603071,SK_MEL_2
351710,NCI_H226
126771,A498
409962,NCI_H226
9706,UACC_62
756660,SK_MEL_28
606497,OVCAR_4
134033,HT29
791785,SNB_75
314622,T47D
762,CCRF_CEM
271674,HL_60
740645,HCT_15
765396,SK_MEL_5
71795,MOLT_4
681636,NCI_H226
734294,NCI_H23
27640,NCI_H23
634724,NCI_H226
153353,EKVX
320846,HCT_15
95441,NCI_H322M
34462,HOP_92
122819,UACC_62
256927,CCRF_CEM
45388,HOP_62
126771,CAKI_1
734294,SK_MEL_28
351710,HL_60
681632,HCT_15
19893,SNB_19
683556,U251
725776,OVCAR_5
681638,UACC_257
27640,MOLT_4
637651,MCF7
279836,HS578T
637037,UACC_62
740645,EKVX
71851,786_0
772992,A549
740521,CCRF_CEM
127716,IGROV1
637651,SK_MEL_2
760764,NCI_H226
314622,ACHN
139105,SNB_75
681642,NCI_ADR_RES
27640,NCI_H522
365798,RXF_393
409962,SF_539
760764,SF_295
218321,MDA_MB_231
758671,HL_60
683558,OVCAR_5
246131,T47D
681634,SK_OV_3
627505,HCC_2998
178248,UO_31
629971,COLO205
71795,A549
634724,NCI_H522
118218,KM12
740645,NCI_H23
295499,NCI_H522
249992,HCT_116
725776,UACC_257
125066,MDA_MB_231
249910,SK_MEL_5
134033,HL_60
791785,K_562
32065,MALME_3M
683556,IGROV1
758706,COLO205
610459,CAKI_1
710270,SN12C
753686,SNB_19
736198,NCI_H460
736624,SK_MEL_5
736202,A549
698037,LOXIMVI
94600,DU_145
296934,UACC_257
354646,SK_OV_3
329680,KM12
63984,T47D
740645,NCI_H522
765775,SK_MEL_5
51143,HCC_2998
134033,HCT_116
637037,HS578T
337766,MCF7
63984,SW_620
610458,SF_539
724998,RXF_393
725776,RPMI_8226
760419,UACC_257
89201,786_0
740645,SN12C
89201,IGROV1
606497,LOXIMVI
757036,A498
613327,CCRF_CEM
141549,LOXIMVI
757036,HT29
249992,MOLT_4
369100,PC_3
249992,K_562
627505,MOLT_4
241240,MCF7
269148,SK_MEL_28
354258,HT29
606985,HCC_2998
365798,MDA_MB_231
320846,TK_10
246131,NCI_H522
681644,SR
249910,SNB_19
791785,EKVX
752840,NCI_H522
736201,NCI_ADR_RES
349174,SR
369100,K_562
26271,SNB_75
328410,SW_620
606498,NCI_H322M
683557,MDA_MB_435
357704,MALME_3M
757348,IGROV1
683558,LOXIMVI
174121,SF_268
681638,CCRF_CEM
634724,HL_60
758612,HOP_62
610456,SF_268
619232,DU_145
374551,HS578T
736201,LOXIMVI
698037,MOLT_4
697887,M14
759155,MDA_N
724998,CCRF_CEM
756660,SF_295
141540,LOXIMVI
768593,BT_549
246131,MDA_MB_435
132483,MALME_3M
768112,NCI_ADR_RES
619232,HCC_2998
56410,T47D
308847,OVCAR_8
603077,OVCAR_5
606173,MDA_MB_231
256942,DU_145
634724,MOLT_4
349174,OVCAR_3
681640,OVCAR_5
681640,TK_10
606499,EKVX
737518,A549
218321,TK_10
681637,HS578T
139105,HL_60
758423,SF_295
71795,CAKI_1
312887,SN12C
610457,ACHN
302991,SF_539
14229,NCI_H23
681642,NCI_H23
369100,EKVX
95678,A549
694501,RPMI_8226
754771,HCC_2998
308847,LOXIMVI
124463,A498
132483,OVCAR_4
135758,EKVX
109724,OVCAR_8
312887,K_562
328410,HOP_92
63878,PC_3
271674,OVCAR_4
760764,OVCAR_8
719627,IGROV1
354258,HCT_116
109724,ACHN
143020,OVCAR_8
100880,BT_549
267469,SNB_19
756660,K_562
169780,A498
623017,NCI_H522
109724,UACC_257
681645,HL_60
27640,HT29
681636,MDA_MB_435
9706,NCI_ADR_RES
100880,HT29
681643,BT_549
71851,KM12
24559,HS578T
156303,SK_OV_3
143020,KM12
740,HCT_116
363812,MDA_MB_435
134033,DU_145
134727,SF_268
603071,PC_3
757348,NCI_H23
754366,NCI_H226
606986,HS578T
633782,CCRF_CEM
735037,HCC_2998
616348,RXF_393
681640,HT29
728073,UACC_257
14229,DU_145
694501,UO_31
767125,MCF7
728073,CAKI_1
329680,K_562
134727,NCI_H23
758706,HCT_15
354646,HCT_116
610458,OVCAR_4
643833,MDA_MB_231
71795,MALME_3M
740,HL_60
132313,HCT_116
163501,SK_MEL_2
374028,HCC_2998
755384,NCI_H23
295500,SNB_75
756660,NCI_H23
154948,MDA_N
256927,T47D
302991,HT29
606497,UO_31
709237,UACC_257
681643,COLO205
154948,BT_549
51143,MALME_3M
95678,SK_MEL_28
295499,SN12C
348948,SF_268
264137,UO_31
755384,IGROV1
176323,LOXIMVI
681636,MDA_MB_231
281612,HT29
174121,COLO205
135758,A498
109724,786_0
32065,NCI_H460
100880,HS578T
326231,LOXIMVI
706744,SK_MEL_2
95441,OVCAR_3
338947,EKVX
134033,OVCAR_8
348948,HT29
616348,SR
374551,A549
364830,MDA_MB_231
351710,KM12
269148,COLO205
141540,M14
619232,MCF7
374551,NCI_ADR_RES
249910,HCC_2998
138783,SK_MEL_5
182986,NCI_H226
352299,MALME_3M
755841,SF_295
107392,786_0
760764,T47D
26980,A498
154948,NCI_H460
95441,786_0
762,M14
629971,HS578T
768593,HCC_2998
740,SW_620
123127,NCI_H460
639174,SK_MEL_28
134033,M14
697887,K_562
681645,COLO205
606170,SN12C
139105,RXF_393
759878,HCT_15
606498,EKVX
94600,NCI_H322M
706744,786_0
6396,SNB_75
758423,MCF7
111533,HCT_15
637651,MDA_N
303812,SNB_19
71851,BT_549
268242,T47D
758706,SR
606499,IGROV1
118218,TK_10
352122,NCI_H226
673596,HL_60
71851,UACC_257
176323,NCI_H322M
758706,MCF7
752840,OVCAR_3
606498,SK_MEL_5
683557,TK_10
148958,SK_MEL_2
287459,U251
768593,SK_MEL_28
153353,DU_145
681632,HCC_2998
154948,EKVX
610458,SK_MEL_2
681640,ACHN
344007,OVCAR_3
755985,OVCAR_4
758671,K_562
756660,HCT_15
758423,A549
681633,SW_620
148958,OVCAR_4
613327,HT29
681637,HCT_116
134033,COLO205
3053,KM12
681638,SK_MEL_2
697912,NCI_H460
736493,HCT_15
755,NCI_H322M
606172,SNB_75
791785,NCI_H522
757804,HT29
633782,HCT_116
154948,UACC_62
328410,UO_31
63984,SNB_75
267469,MALME_3M
603076,SK_OV_3
138783,LOXIMVI
623017,CAKI_1
728073,COLO205
606170,T47D
3053,HS578T
354258,T47D
134033,SN12C
758667,M14
736198,SNB_75
104800,NCI_H522
752,PC_3
73754,NCI_ADR_RES
352122,786_0
145668,BT_549
111533,UACC_62
364830,TK_10
163501,KM12
6396,IGROV1
526598,HCT_15
609699,SK_MEL_28
95678,LOXIMVI
758230,DU_145
301739,UACC_62
374028,SN12C
1895,UACC_257
757087,MALME_3M
56410,LOXIMVI
369395,SW_620
758423,UACC_62
56410,OVCAR_4
681640,NCI_ADR_RES
767125,SNB_75
139105,UO_31
241240,SNB_75
9706,KM12
719276,SK_OV_3
14229,A549
758255,HL_60
681636,LOXIMVI
124463,RPMI_8226
756717,HCT_116
603071,EKVX
759857,SK_MEL_28
218321,DU_145
768112,SF_295
758667,EKVX
606498,HL_60
296934,UACC_62
109724,HL_60
610459,NCI_ADR_RES
45388,HOP_92
737518,HS578T
279836,K_562
328410,HS578T
618939,MOLT_4
656889,HL_60
698037,U251
759878,K_562
218321,COLO205
681634,UACC_62
740521,PC_3
51143,NCI_H522
125066,SK_MEL_2
757348,RPMI_8226
758255,OVCAR_3
295499,RPMI_8226
758706,CCRF_CEM
754366,786_0
757804,TK_10
125066,T47D
616348,HCT_116
606497,DU_145
757804,SNB_75
27640,CAKI_1
789797,HL_60
606869,K_562
752840,SN12C
740,OVCAR_3
760419,PC_3
320846,MDA_MB_435
295499,HOP_92
681643,U251
681643,MOLT_4
606869,HCC_2998
326231,CCRF_CEM
681646,NCI_H522
148958,MOLT_4
606170,NCI_H226
366140,BT_549
3088,HCC_2998
73754,HCC_2998
326231,OVCAR_4
314622,OVCAR_3
73754,UACC_62
34462,MDA_MB_435
102627,MDA_MB_435
95466,MDA_MB_231
736624,SF_268
755,MALME_3M
759195,SF_539
329680,EKVX
740645,786_0
639186,A549
683555,A549
102627,NCI_ADR_RES
355644,SK_MEL_2
351710,SNB_19
169780,M14
26980,NCI_H322M
268242,A498
698037,SNB_75
610456,NCI_H226
683555,UACC_62
19893,CAKI_1
754771,MCF7
82151,UACC_62
141549,EKVX
694501,HS578T
683556,SN12C
762,A549
603077,UACC_257
122819,UO_31
95441,EKVX
791785,NCI_H226
126771,MOLT_4
374551,786_0
27640,RPMI_8226
95466,LOXIMVI
736201,HS578T
783107,MDA_MB_435
725776,UO_31
111533,UACC_257
758423,ACHN
24559,SR
156303,NCI_H226
143095,MCF7
759878,HL_60
25154,UACC_257
83142,MOLT_4
125066,SK_OV_3
141540,SF_295
77213,UO_31
758612,OVCAR_8
104800,RPMI_8226
681635,SNB_75
141549,SK_MEL_5
765775,CAKI_1
613327,OVCAR_5
107392,HOP_62
633782,ACHN
357704,SNB_19
755985,HCT_116
719627,NCI_H226
606172,RXF_393
609699,PC_3
619232,LOXIMVI
328410,IGROV1
26980,HL_60
697887,SF_268
697912,HS578T
9706,OVCAR_5
266046,OVCAR_3
765396,MALME_3M
145668,MALME_3M
45388,HCT_116
697887,PC_3
755985,HS578T
132313,BT_549
681635,UACC_62
249910,HL_60
351710,OVCAR_8
287459,HS578T
164011,IGROV1
246131,A549
758251,COLO205
63984,SK_MEL_2
256942,HL_60
349174,SN12C
683558,MALME_3M
241240,UO_31
603077,NCI_H460
369395,OVCAR_3
368390,SN12C
791785,NCI_H460
681642,786_0
176323,HCC_2998
264137,MDA_MB_231
752840,HCT_116
369395,SK_MEL_28
606869,SW_620
758706,U251
698037,MDA_MB_231
71795,SF_295
755985,786_0
357704,SK_OV_3
267469,T47D
118994,OVCAR_5
627505,RPMI_8226
681634,DU_145
681646,HOP_62
368390,HCC_2998
264137,MDA_N
139105,SF_268
606498,A498
721517,LOXIMVI
71261,MDA_MB_435
6396,BT_549
105014,LOXIMVI
132483,SK_MEL_2
758667,SF_539
681636,SF_295
683555,SK_MEL_28
755,SW_620
172112,HL_60
268242,UACC_257
618939,COLO205
759614,HL_60
757098,HT29
681635,CAKI_1
355644,COLO205
681638,HOP_62
757098,UO_31
369100,NCI_H226
526598,HL_60
697912,SK_OV_3
681640,SF_268
681644,MDA_N
409962,U251
694501,UACC_257
111533,CAKI_1
82151,A549
637651,SK_OV_3
783107,MDA_N
740521,T47D
224131,SR
338947,K_562
768112,HOP_62
759614,NCI_H522
164011,TK_10
366140,SF_268
759878,SF_268
758671,CCRF_CEM
154948,M14
9706,HOP_92
619232,HCT_116
603074,A498
374028,MDA_MB_435
759195,SW_620
79037,MOLT_4
354258,MDA_MB_231
637037,OVCAR_5
218321,SNB_75
683556,NCI_H23
755880,OVCAR_8
118994,COLO205
783107,NCI_H322M
681638,HS578T
79037,MDA_MB_231
354258,PC_3
682298,EKVX
139105,SK_MEL_2
606497,HT29
51143,ACHN
24559,ACHN
755985,DU_145
8806,SW_620
409962,ACHN
295499,SK_MEL_2
343499,PC_3
721517,TK_10
634724,SK_MEL_2
141540,NCI_ADR_RES
757098,MALME_3M
368390,T47D
134679,M14
719627,MDA_MB_435
241240,NCI_ADR_RES
683558,IGROV1
627505,A549
102627,IGROV1
107392,K_562
25154,RXF_393
754366,IGROV1
740268,M14
164011,RPMI_8226
752,HCT_15
756717,HT29
32065,TK_10
329680,MDA_N
758667,HS578T
634724,ACHN
702294,EKVX
264137,NCI_H460
122819,SK_MEL_5
105132,A498
735037,U251
123127,SW_620
681642,BT_549
6396,OVCAR_5
63878,TK_10
759195,M14
135758,SR
3088,PC_3
759614,SK_MEL_5
141540,SN12C
603071,K_562
169780,NCI_H460
757804,SK_MEL_2
609699,MCF7
603074,NCI_H23
352299,COLO205
721517,NCI_H460
710270,SF_268
153353,NCI_ADR_RES
629971,CAKI_1
752840,MDA_MB_231
633782,SNB_19
295500,BT_549
143095,HOP_62
633782,MDA_MB_435
606498,MCF7
63878,786_0
45388,SK_OV_3
141549,A498
351710,SF_295
102627,COLO205
71795,HOP_92
756660,MALME_3M
132313,ACHN
681646,U251
740521,HCT_116
364830,M14
176323,BT_549
256439,K_562
757804,COLO205
633782,CAKI_1
758706,SW_620
357704,SW_620
156303,MDA_MB_231
279836,HT29
176323,IGROV1
754365,COLO205
736202,KM12
148958,SNB_19
757036,SF_539
364830,MALME_3M
633782,NCI_H460
698037,NCI_H226
141549,HOP_62
122819,PC_3
287459,SK_MEL_2
760419,SK_OV_3
613327,SW_620
633782,PC_3
343499,SF_268
38721,SW_620
143020,HCT_116
681644,MOLT_4
25154,MDA_MB_231
697887,CAKI_1
760419,RPMI_8226
141540,NCI_H460
328410,HT29
19893,TK_10
38721,HOP_62
314622,SK_MEL_2
148958,A549
740521,CAKI_1
759263,MDA_MB_435
616348,OVCAR_3
698037,COLO205
719627,SNB_75
8806,PC_3
118994,DU_145
82151,NCI_H322M
353451,T47D
740645,ACHN
683555,NCI_H322M
169780,HS578T
606986,COLO205
627168,SK_OV_3
736202,SK_MEL_2
269148,HOP_92
95441,U251
762,SN12C
610458,OVCAR_8
368390,NCI_ADR_RES
637037,NCI_H23
19893,SF_268
256942,NCI_H226
784722,SK_MEL_28
698037,PC_3
719627,A498
758255,SF_268
169780,TK_10
681634,COLO205
753686,HL_60
3053,OVCAR_8
287459,ACHN
8806,HS578T
351710,M14
357704,OVCAR_5
638066,CAKI_1
71261,MCF7
765775,BT_549
606499,HCT_15
606172,LOXIMVI
606173,K_562
740268,LOXIMVI
32065,K_562
638066,A549
14229,UACC_257
368390,NCI_H226
758667,RXF_393
629971,MDA_MB_231
9706,HOP_62
698037,ACHN
610457,HL_60
758612,SF_295
754230,NCI_H460
758423,UACC_257
681636,PC_3
26980,U251
736198,PC_3
681632,UACC_62
734294,HL_60
755384,MALME_3M
139105,OVCAR_5
105014,CAKI_1
765396,HOP_62
606869,HOP_62
758255,HCT_15
747856,A498
783107,MDA_MB_231
127716,OVCAR_4
107392,HS578T
606985,NCI_H522
758671,A549
295499,TK_10
163501,MDA_MB_435
754366,OVCAR_4
295500,OVCAR_8
6396,LOXIMVI
38721,OVCAR_8
740,RXF_393
83142,SF_539
79037,A498
95382,UACC_257
34462,SN12C
71795,SF_539
368390,EKVX
758251,A549
127716,T47D
73754,NCI_H23
673596,NCI_ADR_RES
757348,T47D
138783,KM12
758230,UACC_257
765775,OVCAR_4
681637,A549
134727,SK_MEL_2
616348,RPMI_8226
656889,OVCAR_3
681633,SNB_75
312887,LOXIMVI
45388,SNB_19
301739,HCT_116
757804,SR
63878,OVCAR_3
682298,SK_MEL_5
755,HCT_15
755985,CCRF_CEM
706744,UACC_257
132313,SW_620
71261,EKVX
757098,MCF7
279836,UO_31
728073,MDA_N
145668,SK_MEL_28
271674,A549
759263,SF_295
296934,OVCAR_3
357704,UO_31
276382,SNB_75
606499,NCI_H23
709237,SF_295
760764,SNB_19
638066,UACC_257
681634,LOXIMVI
164011,HL_60
156303,NCI_H322M
767125,KM12
409962,SK_MEL_5
352122,NCI_ADR_RES
706744,SR
755985,SF_539
24559,HCT_15
1895,786_0
338947,CCRF_CEM
338947,U251
754365,MDA_MB_231
365798,CAKI_1
224131,NCI_H322M
8806,MDA_MB_435
758671,HT29
740645,NCI_H322M
765396,EKVX
754230,MCF7
629971,ACHN
757087,NCI_H322M
118994,U251
71795,NCI_H226
182986,RPMI_8226
143095,MOLT_4
760764,NCI_H322M
702294,K_562
656889,PC_3
1390,DU_145
176323,PC_3
122819,T47D
681643,NCI_H460
256927,SF_295
681640,SK_MEL_2
682298,COLO205
789797,HOP_92
736624,NCI_H522
681641,SN12C
123127,SR
303812,M14
758612,HOP_92
79037,U251
681635,SK_MEL_2
256927,SK_MEL_5
757348,SN12C
134033,786_0
757348,SK_MEL_5
163501,EKVX
637651,HOP_62
681632,HOP_92
348948,OVCAR_5
758706,NCI_H322M
759195,IGROV1
681646,786_0
643833,MDA_N
772992,OVCAR_8
368390,RPMI_8226
355644,NCI_H322M
735037,SK_OV_3
354646,SNB_75
354258,A498
656889,SK_MEL_2
104800,MALME_3M
758251,NCI_H226
249910,A498
768112,SR
374551,NCI_H460
269148,TK_10
740521,SNB_75
610459,786_0
681636,KM12
673596,SF_539
153353,SW_620
314622,RXF_393
772992,DU_145
24559,TK_10
83142,ACHN
755,SK_MEL_2
757348,HOP_92
374028,HT29
639186,SN12C
32065,PC_3
681641,DU_145
706744,UACC_62
757036,OVCAR_8
643833,BT_549
698037,NCI_H322M
276382,K_562
63878,OVCAR_8
740645,SW_620
613327,NCI_H226
623017,HCT_116
256927,CAKI_1
740268,MALME_3M
184692,SW_620
753686,SR
681644,COLO205
656889,HOP_92
683558,EKVX
757098,SW_620
118994,RPMI_8226
758671,U251
772992,T47D
107124,SF_268
709237,NCI_H226
721517,DU_145
32065,HOP_92
682298,MDA_MB_435
104800,OVCAR_5
102627,OVCAR_3
681632,NCI_H23
754230,RPMI_8226
141549,SF_268
295499,SNB_19
328410,OVCAR_3
32065,IGROV1
698037,RPMI_8226
134033,SNB_19
740521,K_562
1390,MDA_N
224131,RPMI_8226
95382,K_562
267469,CCRF_CEM
353451,HCT_116
694501,COLO205
755384,HT29
682298,MDA_MB_231
374551,SF_295
759614,HOP_62
107124,HOP_62
681646,SR
135758,HCT_15
302991,MDA_MB_231
45388,NCI_H322M
765396,T47D
111533,TK_10
71261,U251
768112,PC_3
126771,NCI_H460
182986,ACHN
639186,OVCAR_4
366140,SR
163501,NCI_H226
156303,NCI_H23
14229,SF_539
246131,SW_620
740645,NCI_H226
756717,SK_MEL_28
267469,M14
85998,SR
118994,RXF_393
352122,OVCAR_8
104800,M14
603071,A549
271674,CAKI_1
755985,A549
374551,HOP_62
281612,NCI_H460
683555,OVCAR_3
752840,HCT_15
755985,LOXIMVI
740521,BT_549
32065,A549
143020,SNB_19
681642,CAKI_1
249910,CAKI_1
71795,HCT_15
754365,IGROV1
3053,NCI_H522
56410,KM12
295501,DU_145
755384,UACC_257
784722,RXF_393
757036,786_0
178248,MOLT_4
753686,U251
709237,K_562
102627,SK_OV_3
374028,SR
634724,SF_268
736198,RXF_393
369100,ACHN
374028,PC_3
308847,SNB_19
639186,KM12
706744,HT29
56410,DU_145
329680,PC_3
224131,BT_549
603076,SF_268
89201,ACHN
681642,NCI_H226
656889,UACC_62
758230,U251
145668,CAKI_1
123127,T47D
681646,HS578T
352122,COLO205
85998,SK_MEL_2
26271,SW_620
295500,U251
281612,MDA_N
143095,SK_MEL_28
765775,HS578T
105132,SR
683556,HS578T
736493,A549
256927,SNB_19
673596,MCF7
269148,T47D
759195,HS578T
627505,TK_10
683558,MCF7
24559,NCI_H460
603071,SK_MEL_28
9706,HS578T
308847,HCC_2998
328410,NCI_H322M
698037,SK_MEL_2
755384,A549
176323,OVCAR_3
758706,786_0
752,SK_MEL_28
141540,MCF7
374028,SW_620
287459,HL_60
71261,SK_OV_3
681644,CCRF_CEM
683557,NCI_H322M
606498,SNB_75
26271,NCI_H460
105132,IGROV1
184692,HS578T
89201,SR
758671,HS578T
295499,HCC_2998
735037,SN12C
249992,RPMI_8226
94600,NCI_ADR_RES
772992,UACC_257
634724,786_0
125066,NCI_H522
754365,A549
758423,MDA_MB_231
719627,MDA_MB_231
637651,KM12
656889,786_0
708298,ACHN
639174,MALME_3M
752840,BT_549
256942,HOP_92
656889,SNB_75
633782,SF_268
1390,SR
610459,IGROV1
758230,M14
295499,MOLT_4
681632,NCI_H322M
683555,DU_145
627168,UACC_257
683557,UACC_62
409962,K_562
329680,SF_268
320846,SK_MEL_5
760419,SF_295
765396,SK_OV_3
735037,M14
105014,NCI_ADR_RES
224131,SK_MEL_2
118218,SW_620
758230,HOP_92
758255,SW_620
736624,MCF7
1895,PC_3
63984,HOP_62
125066,SNB_75
728073,HT29
683556,CAKI_1
32065,CAKI_1
281612,PC_3
79037,LOXIMVI
143020,NCI_H522
759614,NCI_H226
752,MOLT_4
681644,ACHN
269148,IGROV1
759155,SK_MEL_5
143095,CAKI_1
681644,U251
135758,SF_295
706744,EKVX
526598,RPMI_8226
264137,BT_549
755841,SK_OV_3
134727,SN12C
603074,SNB_19
182986,EKVX
606173,UACC_62
71795,HOP_62
45388,EKVX
772992,PC_3
301739,OVCAR_3
107392,MALME_3M
73754,RXF_393
768593,M14
610458,SNB_75
623017,SK_MEL_5
768593,RXF_393
609699,OVCAR_3
104800,UO_31
122819,NCI_H23
344007,HOP_92
603071,HL_60
603071,HS578T
783107,CAKI_1
697887,COLO205
623017,IGROV1
71851,COLO205
141540,CCRF_CEM
791785,SF_295
724998,A549
127716,SF_539
143020,HCC_2998
95382,HCT_116
126771,RPMI_8226
755384,HCT_116
737518,MDA_MB_231
132483,MOLT_4
295500,T47D
77213,SF_268
637651,CCRF_CEM
246131,HS578T
681638,SW_620
326231,NCI_H460
759263,OVCAR_4
768593,IGROV1
603076,HT29
295501,OVCAR_4
111533,EKVX
683557,U251
791785,MDA_MB_435
755985,KM12
135758,SN12C
735037,LOXIMVI
784722,SR
139105,A549
45388,SF_268
736202,SNB_75
756717,RXF_393
740268,K_562
266046,ACHN
176323,MOLT_4
721517,M14
681638,HL_60
363812,NCI_H460
758667,U251
127716,DU_145
63984,786_0
24559,MDA_N
134679,RPMI_8226
754366,KM12
603071,NCI_H322M
369100,SK_MEL_28
163501,SK_MEL_28
105014,SK_OV_3
354646,NCI_H23
740,OVCAR_4
268242,TK_10
747856,LOXIMVI
109724,K_562
758671,SN12C
606986,HL_60
164011,NCI_H522
755384,TK_10
634724,SF_295
348948,M14
747856,MDA_MB_231
134033,OVCAR_5
56410,HOP_62
606986,SF_539
3053,HT29
366140,A549
710270,U251
736493,UACC_62
736198,A498
164011,NCI_H23
343499,NCI_H23
754771,NCI_H23
755384,SNB_75
266046,NCI_H460
118994,EKVX
639186,UACC_62
606172,SF_539
758612,CCRF_CEM
3053,BT_549
757348,M14
256942,SR
267469,CAKI_1
762,T47D
156303,SNB_19
753686,OVCAR_5
767125,ACHN
757036,OVCAR_3
721517,A549
83142,HCC_2998
740,MOLT_4
267469,HCT_15
758423,U251
38721,OVCAR_4
224131,M14
606498,HCT_15
758423,SK_OV_3
94600,MDA_MB_231
45388,HT29
102627,SN12C
95678,COLO205
139105,NCI_H226
606986,T47D
613327,SNB_19
125066,OVCAR_8
105014,NCI_H460
174121,DU_145
27640,KM12
606869,MDA_N
366140,UO_31
25154,LOXIMVI
606869,UO_31
756717,SK_MEL_2
79037,786_0
364830,HCT_15
145668,HCT_116
153353,K_562
737518,SK_MEL_5
3053,786_0
603074,OVCAR_8
755985,HT29
681645,UACC_62
118994,HT29
710270,LOXIMVI
637651,CAKI_1
740521,SK_OV_3
118218,HS578T
369100,HCC_2998
758671,SNB_75
366140,K_562
681636,UO_31
95678,CAKI_1
758230,SNB_19
352299,K_562
32065,SNB_19
279836,RXF_393
138783,UACC_257
287459,HOP_92
706744,MDA_N
366140,RXF_393
145668,HOP_62
89201,PC_3
63878,MOLT_4
184692,U251
246131,SK_MEL_28
287459,LOXIMVI
302991,HOP_92
791785,MDA_N
329680,UACC_62
656889,NCI_H226
164011,RXF_393
606173,MOLT_4
138783,RPMI_8226
755841,MOLT_4
740268,HOP_92
71261,HOP_92
73754,SNB_19
721517,SN12C
354258,SF_268
681638,RPMI_8226
740521,OVCAR_8
708298,MDA_N
681633,HOP_62
759857,A549
734294,EKVX
606499,MDA_MB_231
706744,A549
606985,SNB_19
264137,DU_145
637037,MCF7
681643,HCT_15
752840,K_562
606985,CAKI_1
349174,UACC_62
308847,SF_295
134679,MDA_N
759195,NCI_H322M
610457,MDA_N
127716,RXF_393
643833,NCI_H522
268242,BT_549
784722,HCC_2998
3088,UACC_62
71851,SK_OV_3
783107,SK_MEL_28
364830,SK_MEL_2
111533,PC_3
683557,SF_539
353451,SK_MEL_5
758667,OVCAR_3
363812,SK_MEL_5
634724,A549
363812,NCI_H23
174121,SN12C
736201,M14
295499,SW_620
167780,LOXIMVI
269148,HL_60
747856,SNB_75
759614,OVCAR_4
105014,SN12C
606986,NCI_H23
344007,OVCAR_4
791785,OVCAR_3
673596,SR
343499,OVCAR_5
762,SNB_19
736202,IGROV1
