Drug Name,DrugBank ID,PubChem CID,PubChem SID,SMILES,Gene,NSC
NADH,DB00157,439153.0,46504879.0,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O,NDUFB6,
NADH,DB00157,439153.0,46504879.0,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O,NDUFV3,
NADH,DB00157,439153.0,46504879.0,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O,DLD,
NADH,DB00157,439153.0,46504879.0,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O,NDUFS3,
NADH,DB00157,439153.0,46504879.0,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O,GSR,
NADH,DB00157,439153.0,46504879.0,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O,NDUFA12,
NADH,DB00157,439153.0,46504879.0,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O,NDUFS5,
NADH,DB00157,439153.0,46504879.0,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O,NDUFS4,
NADH,DB00157,439153.0,46504879.0,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O,NDUFV1,
NADH,DB00157,439153.0,46504879.0,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O,NDUFV2,
NADH,DB00157,439153.0,46504879.0,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O,NDUFA13,
NADH,DB00157,439153.0,46504879.0,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O,CDO1,
NADH,DB00157,439153.0,46504879.0,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O,NDUFS6,
NADH,DB00157,439153.0,46504879.0,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O,NDUFA4L2,
NADH,DB00157,439153.0,46504879.0,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O,NDUFS8,
NADH,DB00157,439153.0,46504879.0,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O,CYP4A11,
NADH,DB00157,439153.0,46504879.0,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O,DLAT,
NADH,DB00157,439153.0,46504879.0,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O,AMT,
NADH,DB00157,439153.0,46504879.0,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O,MSMO1,
NADH,DB00157,439153.0,46504879.0,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O,HMOX1,
NADH,DB00157,439153.0,46504879.0,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O,HMOX2,
NADH,DB00157,439153.0,46504879.0,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O,CYP17A1,
NADH,DB00157,439153.0,46504879.0,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O,TYR,
Folic acid,DB00158,6037.0,46508092.0,NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1,FOLR3,
Folic acid,DB00158,6037.0,46508092.0,NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1,FOLR2,
Folic acid,DB00158,6037.0,46508092.0,NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1,FOLR1,
Icosapent,DB00159,446284.0,46506267.0,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O,PTGS2,
Icosapent,DB00159,446284.0,46506267.0,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O,PTGS1,
Icosapent,DB00159,446284.0,46506267.0,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O,PPARG,
Icosapent,DB00159,446284.0,46506267.0,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O,PPARD,
Icosapent,DB00159,446284.0,46506267.0,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O,FFAR1,
Icosapent,DB00159,446284.0,46506267.0,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O,SLC8A1,
Icosapent,DB00159,446284.0,46506267.0,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O,FABP7,
Icosapent,DB00159,446284.0,46506267.0,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O,FADS1,
Icosapent,DB00159,446284.0,46506267.0,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O,ACSL4,
Icosapent,DB00159,446284.0,46506267.0,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O,TRPV1,
Icosapent,DB00159,446284.0,46506267.0,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O,PPARA,
Icosapent,DB00159,446284.0,46506267.0,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O,ALOX5,
Alanine,DB00160,5950.0,46504866.0,C[C@H](N)C(O)=O,AGXT,
Alanine,DB00160,5950.0,46504866.0,C[C@H](N)C(O)=O,GPT,
Alanine,DB00160,5950.0,46504866.0,C[C@H](N)C(O)=O,NFS1,
Alanine,DB00160,5950.0,46504866.0,C[C@H](N)C(O)=O,SLC36A1,
Alanine,DB00160,5950.0,46504866.0,C[C@H](N)C(O)=O,SLC7A8,
Alanine,DB00160,5950.0,46504866.0,C[C@H](N)C(O)=O,AGXT2,
Alanine,DB00160,5950.0,46504866.0,C[C@H](N)C(O)=O,AARS1,
Alanine,DB00160,5950.0,46504866.0,C[C@H](N)C(O)=O,SLC1A4,
Alanine,DB00160,5950.0,46504866.0,C[C@H](N)C(O)=O,ABAT,
Alanine,DB00160,5950.0,46504866.0,C[C@H](N)C(O)=O,KYNU,
Alanine,DB00160,5950.0,46504866.0,C[C@H](N)C(O)=O,AARS2,
Alanine,DB00160,5950.0,46504866.0,C[C@H](N)C(O)=O,PHYKPL,
Alanine,DB00160,5950.0,46504866.0,C[C@H](N)C(O)=O,GPT2,
Valine,DB00161,6287.0,46504886.0,CC(C)[C@H](N)C(O)=O,PCCB,
Valine,DB00161,6287.0,46504886.0,CC(C)[C@H](N)C(O)=O,BCAT1,
Valine,DB00161,6287.0,46504886.0,CC(C)[C@H](N)C(O)=O,VARS1,
Vitamin A,DB00162,445354.0,46508191.0,C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,APOD,122759.0
Vitamin A,DB00162,445354.0,46508191.0,C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,PTGDS,122759.0
Vitamin A,DB00162,445354.0,46508191.0,C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,RDH12,122759.0
Vitamin A,DB00162,445354.0,46508191.0,C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,RDH5,122759.0
Vitamin A,DB00162,445354.0,46508191.0,C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,RDH13,122759.0
Vitamin A,DB00162,445354.0,46508191.0,C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,ALDH1A2,122759.0
Vitamin A,DB00162,445354.0,46508191.0,C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,ALDH1A1,122759.0
Vitamin A,DB00162,445354.0,46508191.0,C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,LRAT,122759.0
Vitamin A,DB00162,445354.0,46508191.0,C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,DHRS3,122759.0
Vitamin A,DB00162,445354.0,46508191.0,C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,ALDH1A3,122759.0
Vitamin A,DB00162,445354.0,46508191.0,C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,RETSAT,122759.0
Vitamin A,DB00162,445354.0,46508191.0,C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,RDH11,122759.0
Vitamin A,DB00162,445354.0,46508191.0,C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,DHRS4,122759.0
Vitamin A,DB00162,445354.0,46508191.0,C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,RDH14,122759.0
Vitamin A,DB00162,445354.0,46508191.0,C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,RDH8,122759.0
Vitamin E,DB00163,14985.0,46506524.0,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C,SEC14L4,
Vitamin E,DB00163,14985.0,46506524.0,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C,SEC14L3,
Vitamin E,DB00163,14985.0,46506524.0,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C,SEC14L2,
Vitamin E,DB00163,14985.0,46506524.0,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C,NR1I2,
Vitamin E,DB00163,14985.0,46506524.0,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C,PRKCB,
Vitamin E,DB00163,14985.0,46506524.0,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C,ALOX5,
Vitamin E,DB00163,14985.0,46506524.0,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C,PRKCA,
Vitamin E,DB00163,14985.0,46506524.0,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C,DGKA,
Vitamin E,DB00163,14985.0,46506524.0,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C,PPP2CB,
Vitamin E,DB00163,14985.0,46506524.0,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C,PPP2CA,
Pyridoxine,DB00165,1054.0,46508560.0,CC1=C(O)C(CO)=C(CO)C=N1,PDXK,
Lipoic acid,DB00166,6112.0,46504826.0,OC(=O)CCCC[C@@H]1CCSS1,LIPT1,
Lipoic acid,DB00166,6112.0,46504826.0,OC(=O)CCCC[C@@H]1CCSS1,SLC5A6,
Lipoic acid,DB00166,6112.0,46504826.0,OC(=O)CCCC[C@@H]1CCSS1,LIAS,
Isoleucine,DB00167,6306.0,46506864.0,CC[C@H](C)[C@H](N)C(O)=O,ACADSB,
Isoleucine,DB00167,6306.0,46506864.0,CC[C@H](C)[C@H](N)C(O)=O,BCAT1,
Isoleucine,DB00167,6306.0,46506864.0,CC[C@H](C)[C@H](N)C(O)=O,BCAT2,
Isoleucine,DB00167,6306.0,46506864.0,CC[C@H](C)[C@H](N)C(O)=O,IARS1,
Isoleucine,DB00167,6306.0,46506864.0,CC[C@H](C)[C@H](N)C(O)=O,IARS2,
Aspartame,DB00168,134601.0,46507278.0,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CC(O)=O,TAS1R3,
Aspartame,DB00168,134601.0,46507278.0,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CC(O)=O,TAS1R2,
Aspartame,DB00168,134601.0,46507278.0,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CC(O)=O,TRPV1,
Cholecalciferol,DB00169,5280795.0,46506365.0,CC(C)CCC[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,VDR,
Menadione,DB00170,4055.0,46505447.0,CC1=CC(=O)C2=CC=CC=C2C1=O,GGCX,4170.0
Menadione,DB00170,4055.0,46505447.0,CC1=CC(=O)C2=CC=CC=C2C1=O,VKORC1,4170.0
Menadione,DB00170,4055.0,46505447.0,CC1=CC(=O)C2=CC=CC=C2C1=O,VKORC1L1,4170.0
Menadione,DB00170,4055.0,46505447.0,CC1=CC(=O)C2=CC=CC=C2C1=O,F2,4170.0
Menadione,DB00170,4055.0,46505447.0,CC1=CC(=O)C2=CC=CC=C2C1=O,F9,4170.0
Menadione,DB00170,4055.0,46505447.0,CC1=CC(=O)C2=CC=CC=C2C1=O,PROC,4170.0
Menadione,DB00170,4055.0,46505447.0,CC1=CC(=O)C2=CC=CC=C2C1=O,PROS1,4170.0
Menadione,DB00170,4055.0,46505447.0,CC1=CC(=O)C2=CC=CC=C2C1=O,NQO2,4170.0
Menadione,DB00170,4055.0,46505447.0,CC1=CC(=O)C2=CC=CC=C2C1=O,NQO1,4170.0
Menadione,DB00170,4055.0,46505447.0,CC1=CC(=O)C2=CC=CC=C2C1=O,BGLAP,4170.0
ATP,DB00171,5957.0,46507614.0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,ABCC6,
ATP,DB00171,5957.0,46507614.0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,ABCC4,
ATP,DB00171,5957.0,46507614.0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,ABCC1,
ATP,DB00171,5957.0,46507614.0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,CFTR,
ATP,DB00171,5957.0,46507614.0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,PIK3CA,
ATP,DB00171,5957.0,46507614.0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,CSNK2A1,
ATP,DB00171,5957.0,46507614.0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,CSNK2B,
ATP,DB00171,5957.0,46507614.0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,P2RY11,
ATP,DB00171,5957.0,46507614.0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,PPP5C,
ATP,DB00171,5957.0,46507614.0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,ABL2,
ATP,DB00171,5957.0,46507614.0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,ABCA1,
ATP,DB00171,5957.0,46507614.0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,ACSS2,
ATP,DB00171,5957.0,46507614.0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,ALK,
ATP,DB00171,5957.0,46507614.0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,NAE1,
ATP,DB00171,5957.0,46507614.0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,PRKAA1,
ATP,DB00171,5957.0,46507614.0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,ARAF,
ATP,DB00171,5957.0,46507614.0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,ACVRL1,
ATP,DB00171,5957.0,46507614.0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,ACSL1,
ATP,DB00171,5957.0,46507614.0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,NT5C2,
ATP,DB00171,5957.0,46507614.0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,GET3,
ATP,DB00171,5957.0,46507614.0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,ABCC9,
ATP,DB00171,5957.0,46507614.0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,AKT1,
ATP,DB00171,5957.0,46507614.0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,GRK2,
ATP,DB00171,5957.0,46507614.0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,APAF1,
ATP,DB00171,5957.0,46507614.0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,ACSS1,
ATP,DB00171,5957.0,46507614.0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,ACVR1B,
ATP,DB00171,5957.0,46507614.0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,ACVR1,
ATP,DB00171,5957.0,46507614.0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,ABCB11,
ATP,DB00171,5957.0,46507614.0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,ASNS,
ATP,DB00171,5957.0,46507614.0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,CDK15,
ATP,DB00171,5957.0,46507614.0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,SLC25A4,
ATP,DB00171,5957.0,46507614.0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,ABCC8,
ATP,DB00171,5957.0,46507614.0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,ASS1,
ATP,DB00171,5957.0,46507614.0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,AFG3L2,
ATP,DB00171,5957.0,46507614.0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,GRK3,
ATP,DB00171,5957.0,46507614.0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,AMHR2,
ATP,DB00171,5957.0,46507614.0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,TNK2,
ATP,DB00171,5957.0,46507614.0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,ABL1,
ATP,DB00171,5957.0,46507614.0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,ADCY1,
ATP,DB00171,5957.0,46507614.0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,ABCB1,
ATP,DB00171,5957.0,46507614.0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,ABCG1,
ATP,DB00171,5957.0,46507614.0,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,ABCC2,
Proline,DB00172,145742.0,46506858.0,OC(=O)[C@@H]1CCCN1,PYCR1,
Proline,DB00172,145742.0,46506858.0,OC(=O)[C@@H]1CCCN1,EPRS1,
Proline,DB00172,145742.0,46506858.0,OC(=O)[C@@H]1CCCN1,SLC6A14,
Proline,DB00172,145742.0,46506858.0,OC(=O)[C@@H]1CCCN1,SLC6A7,
Proline,DB00172,145742.0,46506858.0,OC(=O)[C@@H]1CCCN1,PYCR2,
Proline,DB00172,145742.0,46506858.0,OC(=O)[C@@H]1CCCN1,P4HA2,
Proline,DB00172,145742.0,46506858.0,OC(=O)[C@@H]1CCCN1,PRODH,
Proline,DB00172,145742.0,46506858.0,OC(=O)[C@@H]1CCCN1,PPIH,
Proline,DB00172,145742.0,46506858.0,OC(=O)[C@@H]1CCCN1,PLPBP,
Proline,DB00172,145742.0,46506858.0,OC(=O)[C@@H]1CCCN1,P4HA1,
Proline,DB00172,145742.0,46506858.0,OC(=O)[C@@H]1CCCN1,PPIB,
Proline,DB00172,145742.0,46506858.0,OC(=O)[C@@H]1CCCN1,PPIF,
Proline,DB00172,145742.0,46506858.0,OC(=O)[C@@H]1CCCN1,PPIC,
Proline,DB00172,145742.0,46506858.0,OC(=O)[C@@H]1CCCN1,PPIA,
Proline,DB00172,145742.0,46506858.0,OC(=O)[C@@H]1CCCN1,PPIG,
Proline,DB00172,145742.0,46506858.0,OC(=O)[C@@H]1CCCN1,P3H1,
Proline,DB00172,145742.0,46506858.0,OC(=O)[C@@H]1CCCN1,P5CR2,
Proline,DB00172,145742.0,46506858.0,OC(=O)[C@@H]1CCCN1,PARS2,
Proline,DB00172,145742.0,46506858.0,OC(=O)[C@@H]1CCCN1,P3H2,
Proline,DB00172,145742.0,46506858.0,OC(=O)[C@@H]1CCCN1,P3H3,
