,NSC,drug,gene,num,rank,dti_existed,predicted_positive,drug_gene,pubmed_hit,top5,key,MECHANISM
1263,681632,"2-amino-N-[(Z)-[(19S)-19-ethyl-19-hydroxy-14,18-dioxo-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4,6,8,10,15(20)-heptaen-10-yl]methylideneamino]-3-(4-hydroxyphenyl)propanamide;hydrochloride",SPP1,0,3,0,0,681632_SPP1,False,True,681632_SPP1,DNA
1264,681632,"2-amino-N-[(Z)-[(19S)-19-ethyl-19-hydroxy-14,18-dioxo-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4,6,8,10,15(20)-heptaen-10-yl]methylideneamino]-3-(4-hydroxyphenyl)propanamide;hydrochloride",IPW,0,4,0,0,681632_IPW,False,True,681632_IPW,DNA
1265,681634,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,leucine deriv.",ELOVL5,0,2,0,0,681634_ELOVL5,False,True,681634_ELOVL5,DNA
1266,681634,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,leucine deriv.",ENDOD1,0,5,0,0,681634_ENDOD1,False,True,681634_ENDOD1,DNA
1267,681634,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,leucine deriv.",MIF,0,1,0,0,681634_MIF,False,True,681634_MIF,DNA
1268,681634,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,leucine deriv.",HIST1H3I,0,4,0,0,681634_HIST1H3I,False,True,681634_HIST1H3I,DNA
1269,681635,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,methionine deriv.",MIF,0,1,0,0,681635_MIF,False,True,681635_MIF,DNA
1270,681635,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,methionine deriv.",ELOVL5,0,2,0,0,681635_ELOVL5,False,True,681635_ELOVL5,DNA
1271,681634,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,leucine deriv.",HIST1H2BB,0,3,0,0,681634_HIST1H2BB,False,True,681634_HIST1H2BB,DNA
1272,681635,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,methionine deriv.",HIST1H2BB,0,3,0,0,681635_HIST1H2BB,False,True,681635_HIST1H2BB,DNA
1273,681635,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,methionine deriv.",ENDOD1,0,5,0,0,681635_ENDOD1,False,True,681635_ENDOD1,DNA
1274,681635,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,methionine deriv.",SLC43A3,0,4,0,0,681635_SLC43A3,False,True,681635_SLC43A3,DNA
1275,681636,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,alanine deriv.",MIF,0,1,0,0,681636_MIF,False,True,681636_MIF,DNA
1276,681636,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,alanine deriv.",FZD6,0,2,0,0,681636_FZD6,False,True,681636_FZD6,DNA
1277,681636,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,alanine deriv.",ELOVL5,0,3,0,0,681636_ELOVL5,False,True,681636_ELOVL5,DNA
1278,681636,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,alanine deriv.",PTBP1,0,4,0,0,681636_PTBP1,False,True,681636_PTBP1,DNA
1279,681636,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,alanine deriv.",HIST1H3I,0,5,0,0,681636_HIST1H3I,False,True,681636_HIST1H3I,DNA
1280,681637,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,glycine deriv",LOC100128816,0,3,0,0,681637_LOC100128816,False,True,681637_LOC100128816,DNA
1281,681637,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,glycine deriv",APBB1IP,0,4,0,0,681637_APBB1IP,False,True,681637_APBB1IP,DNA
1282,681637,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,glycine deriv",HMGCR,0,5,0,0,681637_HMGCR,False,True,681637_HMGCR,DNA
1283,681637,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,glycine deriv",SPP1,0,2,0,0,681637_SPP1,False,True,681637_SPP1,DNA
1284,681638,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,proline deriv",MIF,0,1,0,0,681638_MIF,False,True,681638_MIF,DNA
1285,681639,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,histidine deriv.",BAX,0,5,0,0,681639_BAX,False,True,681639_BAX,DNA
1286,681640,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,tryptophan deriv.",LOC100128816,0,1,0,0,681640_LOC100128816,False,True,681640_LOC100128816,DNA
1287,681640,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,tryptophan deriv.",IGF1R,0,2,0,0,681640_IGF1R,False,True,681640_IGF1R,DNA
1288,681640,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,tryptophan deriv.",ZNF512,0,3,0,0,681640_ZNF512,False,True,681640_ZNF512,DNA
1289,681640,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,tryptophan deriv.",VRK2,0,4,0,0,681640_VRK2,False,True,681640_VRK2,DNA
1290,681639,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,histidine deriv.",IPW,0,3,0,0,681639_IPW,False,True,681639_IPW,DNA
1291,681641,"iH-Pyrano[3',7]indolizino[1,2-b]quinoline,4-aminobenzoic acid deriv.",RPS17P5,0,1,0,0,681641_RPS17P5,False,True,681641_RPS17P5,DNA
1292,681641,"iH-Pyrano[3',7]indolizino[1,2-b]quinoline,4-aminobenzoic acid deriv.",ND4,0,2,0,0,681641_ND4,False,True,681641_ND4,DNA
1293,681639,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,histidine deriv.",LOC100128816,0,2,0,0,681639_LOC100128816,False,True,681639_LOC100128816,DNA
1294,681641,"iH-Pyrano[3',7]indolizino[1,2-b]quinoline,4-aminobenzoic acid deriv.",TUBA1B,0,3,0,0,681641_TUBA1B,False,True,681641_TUBA1B,DNA
1295,681641,"iH-Pyrano[3',7]indolizino[1,2-b]quinoline,4-aminobenzoic acid deriv.",ZNF512,0,5,0,0,681641_ZNF512,False,True,681641_ZNF512,DNA
1296,681642,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,cysteine deriv.",LOC100128816,0,1,0,0,681642_LOC100128816,False,True,681642_LOC100128816,DNA
1297,681642,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,cysteine deriv.",BAX,0,2,0,0,681642_BAX,False,True,681642_BAX,DNA
1298,681642,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,cysteine deriv.",CRACR2A,0,3,0,0,681642_CRACR2A,False,True,681642_CRACR2A,DNA
1299,681640,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,tryptophan deriv.",LITAF,0,5,0,0,681640_LITAF,False,True,681640_LITAF,DNA
1300,681638,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,proline deriv",ELOVL5,0,2,0,0,681638_ELOVL5,False,True,681638_ELOVL5,DNA
1301,681638,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,proline deriv",HIST1H2BB,0,5,0,0,681638_HIST1H2BB,False,True,681638_HIST1H2BB,DNA
1302,681637,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,glycine deriv",SLC43A3,0,1,0,0,681637_SLC43A3,False,True,681637_SLC43A3,DNA
1303,681638,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,proline deriv",ETS1,0,4,0,0,681638_ETS1,False,True,681638_ETS1,DNA
1304,681639,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,histidine deriv.",SLC43A3,0,1,0,0,681639_SLC43A3,False,True,681639_SLC43A3,DNA
1305,681638,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,proline deriv",PTBP1,0,3,0,0,681638_PTBP1,False,True,681638_PTBP1,DNA
1306,681642,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,cysteine deriv.",ANXA6,0,5,0,0,681642_ANXA6,False,True,681642_ANXA6,DNA
1307,681644,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,glycine deriv.",RPL3,0,2,0,0,681644_RPL3,False,True,681644_RPL3,DNA
1308,681644,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,glycine deriv.",ND2,0,3,0,0,681644_ND2,False,True,681644_ND2,DNA
1309,681641,"iH-Pyrano[3',7]indolizino[1,2-b]quinoline,4-aminobenzoic acid deriv.",LOC100128816,0,4,0,0,681641_LOC100128816,False,True,681641_LOC100128816,DNA
1310,681644,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,glycine deriv.",SGMS2,0,5,0,0,681644_SGMS2,False,True,681644_SGMS2,DNA
1311,681645,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,oxamic acid deriv.",SLC43A3,0,1,0,0,681645_SLC43A3,False,True,681645_SLC43A3,DNA
1312,681644,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,glycine deriv.",TUBA1B,0,4,0,0,681644_TUBA1B,False,True,681644_TUBA1B,DNA
1313,681645,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,oxamic acid deriv.",APBB1IP,0,3,0,0,681645_APBB1IP,False,True,681645_APBB1IP,DNA
1314,681645,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,oxamic acid deriv.",HMGCR,0,4,0,0,681645_HMGCR,False,True,681645_HMGCR,DNA
1315,681645,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,oxamic acid deriv.",SPP1,0,2,0,0,681645_SPP1,False,True,681645_SPP1,DNA
1316,681646,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,pyridinium deriv.",LOC100128816,0,1,0,0,681646_LOC100128816,False,True,681646_LOC100128816,DNA
1317,681646,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,pyridinium deriv.",SLC43A3,0,2,0,0,681646_SLC43A3,False,True,681646_SLC43A3,DNA
1318,681645,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,oxamic acid deriv.",LOC100128816,0,5,0,0,681645_LOC100128816,False,True,681645_LOC100128816,DNA
1319,681642,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,cysteine deriv.",SPP1,0,4,0,0,681642_SPP1,False,True,681642_SPP1,DNA
1320,681646,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,pyridinium deriv.",BAX,0,4,0,0,681646_BAX,False,True,681646_BAX,DNA
1321,681646,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,pyridinium deriv.",SPP1,0,3,0,0,681646_SPP1,False,True,681646_SPP1,DNA
1322,682298,"4-Amino-4-ethyl-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione",ND2,0,2,0,0,682298_ND2,False,True,682298_ND2,DNA
1323,682298,"4-Amino-4-ethyl-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione",TUBA1B,0,3,0,0,682298_TUBA1B,False,True,682298_TUBA1B,DNA
1324,681639,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,histidine deriv.",SPP1,0,4,0,0,681639_SPP1,False,True,681639_SPP1,DNA
1325,681643,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,isoleucine deriv.",SLC43A3,0,1,0,0,681643_SLC43A3,False,True,681643_SLC43A3,DNA
1326,683555,"(19S)-10-[[4-[[(5S,5aS,8aR,9R)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-5-yl]amino]phenyl]iminomethyl]-19-ethyl-19-hydroxy-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4,6,8,10,15(20)-heptaene-14,18-dione",LOC100128816,0,1,0,0,683555_LOC100128816,False,True,683555_LOC100128816,DNA
1327,682298,"4-Amino-4-ethyl-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione",RPL3,0,4,0,0,682298_RPL3,False,True,682298_RPL3,DNA
1328,683555,"(19S)-10-[[4-[[(5S,5aS,8aR,9R)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-5-yl]amino]phenyl]iminomethyl]-19-ethyl-19-hydroxy-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4,6,8,10,15(20)-heptaene-14,18-dione",FXYD5,0,3,0,0,683555_FXYD5,False,True,683555_FXYD5,DNA
1329,683555,"(19S)-10-[[4-[[(5S,5aS,8aR,9R)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-5-yl]amino]phenyl]iminomethyl]-19-ethyl-19-hydroxy-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4,6,8,10,15(20)-heptaene-14,18-dione",ITGB3,0,4,0,0,683555_ITGB3,False,True,683555_ITGB3,DNA
1330,683555,"(19S)-10-[[4-[[(5S,5aS,8aR,9R)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-5-yl]amino]phenyl]iminomethyl]-19-ethyl-19-hydroxy-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4,6,8,10,15(20)-heptaene-14,18-dione",ZBTB38,0,2,0,0,683555_ZBTB38,False,True,683555_ZBTB38,DNA
1331,683556,"(19S)-10-[[4-[[(5S,5aS,8aR,9R)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-5-yl]amino]phenyl]iminomethyl]-19-ethyl-19-hydroxy-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4,6,8,10,15(20)-heptaene-14,18-dione;hydrochloride",LOC100128816,0,1,0,0,683556_LOC100128816,False,True,683556_LOC100128816,DNA
1332,683556,"(19S)-10-[[4-[[(5S,5aS,8aR,9R)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-5-yl]amino]phenyl]iminomethyl]-19-ethyl-19-hydroxy-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4,6,8,10,15(20)-heptaene-14,18-dione;hydrochloride",PRAME,0,2,0,0,683556_PRAME,False,True,683556_PRAME,DNA
1333,681643,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,isoleucine deriv.",FAR2,0,4,0,0,681643_FAR2,False,True,681643_FAR2,DNA
1334,681643,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,isoleucine deriv.",HMGCR,0,2,0,0,681643_HMGCR,False,True,681643_HMGCR,DNA
1335,683555,"(19S)-10-[[4-[[(5S,5aS,8aR,9R)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-5-yl]amino]phenyl]iminomethyl]-19-ethyl-19-hydroxy-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4,6,8,10,15(20)-heptaene-14,18-dione",BAX,0,5,0,0,683555_BAX,False,True,683555_BAX,DNA
1336,683556,"(19S)-10-[[4-[[(5S,5aS,8aR,9R)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-5-yl]amino]phenyl]iminomethyl]-19-ethyl-19-hydroxy-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4,6,8,10,15(20)-heptaene-14,18-dione;hydrochloride",IPW,0,3,0,0,683556_IPW,False,True,683556_IPW,DNA
1337,683557,"(19S)-10-[[2-[[(5S,5aS,8aR,9R)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-5-yl]amino]phenyl]iminomethyl]-19-ethyl-19-hydroxy-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4,6,8,10,15(20)-heptaene-14,18-dione",TJP1,0,2,0,0,683557_TJP1,False,True,683557_TJP1,DNA
1338,681643,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,isoleucine deriv.",PIK3C3,0,3,0,0,681643_PIK3C3,False,True,681643_PIK3C3,DNA
1339,683557,"(19S)-10-[[2-[[(5S,5aS,8aR,9R)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-5-yl]amino]phenyl]iminomethyl]-19-ethyl-19-hydroxy-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4,6,8,10,15(20)-heptaene-14,18-dione",AJUBA,0,3,0,0,683557_AJUBA,False,True,683557_AJUBA,DNA
1340,683557,"(19S)-10-[[2-[[(5S,5aS,8aR,9R)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-5-yl]amino]phenyl]iminomethyl]-19-ethyl-19-hydroxy-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4,6,8,10,15(20)-heptaene-14,18-dione",SGMS2,0,5,0,0,683557_SGMS2,False,True,683557_SGMS2,DNA
1341,681643,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,isoleucine deriv.",FXYD5,0,5,0,0,681643_FXYD5,False,True,681643_FXYD5,DNA
1342,681644,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,glycine deriv.",PRDX1,0,1,0,0,681644_PRDX1,False,True,681644_PRDX1,DNA
1343,682298,"4-Amino-4-ethyl-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione",ND4,0,5,0,0,682298_ND4,False,True,682298_ND4,DNA
1344,683558,"(19S)-10-[[2-[[(5S,5aS,8aR,9R)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-5-yl]amino]phenyl]iminomethyl]-19-ethyl-19-hydroxy-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4,6,8,10,15(20)-heptaene-14,18-dione;hydrochloride",PRDX1,0,1,0,0,683558_PRDX1,False,True,683558_PRDX1,DNA
1345,683556,"(19S)-10-[[4-[[(5S,5aS,8aR,9R)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-5-yl]amino]phenyl]iminomethyl]-19-ethyl-19-hydroxy-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4,6,8,10,15(20)-heptaene-14,18-dione;hydrochloride",ITGB3,0,5,0,0,683556_ITGB3,False,True,683556_ITGB3,DNA
1346,683556,"(19S)-10-[[4-[[(5S,5aS,8aR,9R)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-5-yl]amino]phenyl]iminomethyl]-19-ethyl-19-hydroxy-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4,6,8,10,15(20)-heptaene-14,18-dione;hydrochloride",ZBTB38,0,4,0,0,683556_ZBTB38,False,True,683556_ZBTB38,DNA
1347,683557,"(19S)-10-[[2-[[(5S,5aS,8aR,9R)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-5-yl]amino]phenyl]iminomethyl]-19-ethyl-19-hydroxy-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4,6,8,10,15(20)-heptaene-14,18-dione",PCBD1,0,1,0,0,683557_PCBD1,False,True,683557_PCBD1,DNA
1348,681646,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,pyridinium deriv.",IPW,0,5,0,0,681646_IPW,False,True,681646_IPW,DNA
1349,683558,"(19S)-10-[[2-[[(5S,5aS,8aR,9R)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-5-yl]amino]phenyl]iminomethyl]-19-ethyl-19-hydroxy-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4,6,8,10,15(20)-heptaene-14,18-dione;hydrochloride",SGMS2,0,3,0,0,683558_SGMS2,False,True,683558_SGMS2,DNA
1350,683558,"(19S)-10-[[2-[[(5S,5aS,8aR,9R)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-5-yl]amino]phenyl]iminomethyl]-19-ethyl-19-hydroxy-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4,6,8,10,15(20)-heptaene-14,18-dione;hydrochloride",CD24,0,2,0,0,683558_CD24,False,True,683558_CD24,DNA
1351,682298,"4-Amino-4-ethyl-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione",MSN,0,1,0,0,682298_MSN,False,True,682298_MSN,DNA
1352,683558,"(19S)-10-[[2-[[(5S,5aS,8aR,9R)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-5-yl]amino]phenyl]iminomethyl]-19-ethyl-19-hydroxy-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4,6,8,10,15(20)-heptaene-14,18-dione;hydrochloride",RPL3,0,4,0,0,683558_RPL3,False,True,683558_RPL3,DNA
1353,683558,"(19S)-10-[[2-[[(5S,5aS,8aR,9R)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-5-yl]amino]phenyl]iminomethyl]-19-ethyl-19-hydroxy-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4,6,8,10,15(20)-heptaene-14,18-dione;hydrochloride",MAL2,0,5,0,0,683558_MAL2,False,True,683558_MAL2,DNA
1354,683864,Torisel (TM),ELL2,0,2,0,0,683864_ELL2,False,True,683864_ELL2,Kinase
1355,683863,Irofulven,RNA45S5,0,4,0,0,683863_RNA45S5,False,True,683863_RNA45S5,Apoptosis
1356,683557,"(19S)-10-[[2-[[(5S,5aS,8aR,9R)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-5-yl]amino]phenyl]iminomethyl]-19-ethyl-19-hydroxy-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4,6,8,10,15(20)-heptaene-14,18-dione",F11R,0,4,0,0,683557_F11R,False,True,683557_F11R,DNA
1357,683863,Irofulven,FUBP1,0,1,1,0,683863_FUBP1,False,True,683863_FUBP1,Apoptosis
1358,683863,Irofulven,SLC43A3,0,2,0,0,683863_SLC43A3,False,True,683863_SLC43A3,Apoptosis
1359,684363,Epothilone B,TUBB,1,3,1,1,684363_TUBB,True,True,684363_TUBB,TUBB
1360,683864,Torisel (TM),MB21D2,0,5,0,0,683864_MB21D2,False,True,683864_MB21D2,Kinase
1361,684363,Epothilone B,TUBA1B,0,4,1,0,684363_TUBA1B,False,True,684363_TUBA1B,TUBB
1362,683864,Torisel (TM),PDGFC,0,3,0,0,683864_PDGFC,False,True,683864_PDGFC,Kinase
1363,683864,Torisel (TM),TPST1,0,4,0,0,683864_TPST1,False,True,683864_TPST1,Kinase
1364,683863,Irofulven,CAV1,0,5,0,0,683863_CAV1,False,True,683863_CAV1,Apoptosis
1365,693255,"N-(3-chlorophenyl)-6,7-dimethoxyquinazolin-4-amine",CAV1,0,1,0,0,693255_CAV1,False,True,693255_CAV1,Kinase
1366,684363,Epothilone B,TUBA1A,0,5,1,0,684363_TUBA1A,False,True,684363_TUBA1A,TUBB
1367,693255,"N-(3-chlorophenyl)-6,7-dimethoxyquinazolin-4-amine",PRKD1,0,2,0,0,693255_PRKD1,False,True,693255_PRKD1,Kinase
1368,693255,"N-(3-chlorophenyl)-6,7-dimethoxyquinazolin-4-amine",CCDC50,0,4,0,0,693255_CCDC50,False,True,693255_CCDC50,Kinase
1369,693255,"N-(3-chlorophenyl)-6,7-dimethoxyquinazolin-4-amine",PYGO1,0,3,0,0,693255_PYGO1,False,True,693255_PYGO1,Kinase
1370,693255,"N-(3-chlorophenyl)-6,7-dimethoxyquinazolin-4-amine",TIMP2,0,5,0,0,693255_TIMP2,False,True,693255_TIMP2,Kinase
1371,694501,Sjg-136,MIF,0,2,0,0,694501_MIF,False,True,694501_MIF,DNA
1372,683863,Irofulven,TNFRSF12A,0,3,0,0,683863_TNFRSF12A,False,True,683863_TNFRSF12A,Apoptosis
1373,694501,Sjg-136,ELOVL5,0,3,0,0,694501_ELOVL5,False,True,694501_ELOVL5,DNA
1374,694501,Sjg-136,HIST1H2BB,0,4,0,0,694501_HIST1H2BB,False,True,694501_HIST1H2BB,DNA
1375,694501,Sjg-136,SLC43A3,0,1,0,0,694501_SLC43A3,False,True,694501_SLC43A3,DNA
1376,694501,Sjg-136,PIK3C3,0,5,0,0,694501_PIK3C3,False,True,694501_PIK3C3,DNA
1377,697286,2-(4-Morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,CAV1,14,1,0,1,697286_CAV1,True,True,697286_CAV1,Kinase
1378,697286,2-(4-Morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,TNFRSF12A,0,3,0,0,697286_TNFRSF12A,False,True,697286_TNFRSF12A,Kinase
1379,697286,2-(4-Morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,PYGO1,0,4,0,0,697286_PYGO1,False,True,697286_PYGO1,Kinase
1380,697286,2-(4-Morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,CAV2,1,5,0,1,697286_CAV2,True,True,697286_CAV2,Kinase
1381,683864,Torisel (TM),CALD1,0,1,0,0,683864_CALD1,False,True,683864_CALD1,Kinase
1382,697726,"2,5-Cyclohexadiene-1,4-dione, 2,5-bis(1-aziridinyl)-3-(hydroxymethyl)-6-methyl-",RPS4Y1,0,2,0,0,697726_RPS4Y1,False,True,697726_RPS4Y1,Kinase
1383,697726,"2,5-Cyclohexadiene-1,4-dione, 2,5-bis(1-aziridinyl)-3-(hydroxymethyl)-6-methyl-",DDX3Y,0,4,0,0,697726_DDX3Y,False,True,697726_DDX3Y,Kinase
1384,697726,"2,5-Cyclohexadiene-1,4-dione, 2,5-bis(1-aziridinyl)-3-(hydroxymethyl)-6-methyl-",HMGCR,0,5,0,0,697726_HMGCR,False,True,697726_HMGCR,Kinase
