NSC #,Drug name,FDA status,Mechanism of action,PubChem SID
639621,(5E)-2-(Cyclopenten-1-yl)-2-[2-(dimethylamino)ethyl]-5-[(2-methoxyphenyl)methylidene]cyclopentan-1-one;hydrochloride,-,-,6516861
639624,(5E)-5-[(3-Bromo-4-methoxyphenyl)methylidene]-2-(cyclopenten-1-yl)-2-[2-(dimethylamino)ethyl]cyclopentan-1-one;hydrochloride,-,-,10027011
639645,-,-,-,-
639655,3'-Deamino-3'-(4-morpholinyl)-13-dihydro-adriamycin hydr...,-,-,-
639659,"N-(1-Cyano-2-methoxyethyl)doxorubicin, hemihydrate",-,-,438492
639661,"2-Isopropyl-5,6,7,8-tetrahydro-3,4-phenanthrenedione",-,-,368568
639662,Miltirone,-,-,160142
639683,4-Chloro-3-cinnolinol,-,-,368587
639694,"Combretastatin A-4, sodium salt",-,-,54608929
639714,"4,7-Epoxycyclopent[d][1,3]oxazin-2(1H)-one, hexahydro-6,6-bis(phenylmethoxy)-",-,-,368605
639723,"Benzyl 6,6-bis(benzyloxy)-3a,4,5,6,7,7a-hexahydro-1h-4,7-epoxybenzotriazole-1-carboxylate",-,-,368615
639734,-,-,-,-
639736,"[3,4,5-Triacetyloxy-6-[3-(4-nitrophenyl)-4-oxo-2-sulfanylidenequinazolin-1-yl]oxan-2-yl]methyl acetate",-,-,368628
639741,-,-,-,-
639743,"[4,5-Diacetoxy-6-(4-oxo-3-phenyl-2-thioxo-quinazolin-1-yl)tetrahydropyran-3-yl] acetate",-,-,368630
639749,-,-,-,-
639752,"Ethyl 2-(trifluoromethyl)furo[2,3-f][1,2,5]oxadiazolo[3,4-b]quinoxaline-3-carboxylate",-,-,368639
639754,"Carbamic acid, N-[6-[(1H-pyrrol-1-yl)methyl]- 1-benzimid...",-,-,368640
639790,1-(2-Aminoethyl)-4-(tritylamino)pyrimidin-2-one,-,-,368672
639796,1-[2-[2-[2-Oxo-4-(tritylamino)pyrimidin-1-yl]ethylamino]ethyl]-4-(tritylamino)pyrimidin-2-one,-,-,368678
639819,"Tert-butyl 5-oxo-3a,4,5,6,7,7a-hexahydro-1H-4,7-epoxy-1,2,3-benzotriazole-1-carboxylate",-,-,368687
639825,"[7-(Ethoxycarbonylamino)-3-oxo-4,8-dioxabicyclo[3.2.1]octan-6-yl] acetate",-,-,368693
639828,antineoplastic-639828,-,-,368696
639829,Benzoylphenylurea,-,-,368697
639831,"Benzo[h][1]benzopyrano[5,4,3-cde][1]benzopyran-5,12-dion...",-,-,-
639832,"Benzo[h][1]benzopyrano[5,4,3-cde][1] benzopyran-5,12-dio...",-,-,-
639837,-,-,-,-
639896,8-bromo-2-phenyl-1-aza-azulene,-,-,368742
639900,"3-Phenyl-3a,4,5,6,7,7a-hexahydro-4,7-methano-1,2-benzisoxazole",-,-,368746
639906,Bionet2_001484,-,-,368752
639912,"3-(3-Nitrophenyl)-4,5,6,6a-tetrahydro-3aH-cyclopenta[d][1,2]oxazole",-,-,368758
639966,Perifosine,Clinical trial,"PK:STK,AKT,AKT1,AKT2,AKT3",148177
639976,"Cyclopentanone, 2-[2-methyl-2-[4-(2-methylpropyl)- pheny...",-,-,21141970
639977,(2E)-2-[2-[4-(2-Methylpropyl)phenyl]propylidene]-5-(pyrrolidin-1-ylmethyl)cyclopentan-1-one;hydrochloride,-,-,54608909
639978,"Cyclopentanone, 2-[2-methyl-2-[4-(2-methylpropyl)phenyl]...",-,-,54605003
639979,"Cyclopentanone, 2-heptylidene-5-(1-pyrrolidinylmethyl)-,...",-,-,54608101
639980,"3-[(Dimethylamino)methyl]-1,1'-bi(cyclopentyliden)-2-one",-,-,368780
639981,"(2E)-2-(1,3-Benzodioxol-5-ylmethylidene)-5-(morpholin-4-ylmethyl)cyclopentan-1-one;hydrochloride",-,-,6516904
639985,(2E)-2-Butan-2-ylidene-5-[(dimethylamino)methyl]cyclopentan-1-one;hydrochloride,-,-,54608547
639986,(2E)-2-Butan-2-ylidene-5-(morpholin-4-ylmethyl)cyclopentan-1-one;hydrochloride,-,-,50988763
640071,"Pyrrolo[2,3-b]indole-2-one, 1,2,3,3a-tetrahydro-5-hydrox...",-,-,368806
640076,Hydroxylureal-organogermanium compound,-,-,6331027
640080,"1H-Imidazole-5-one, 2-(2-chloro-5-nitrophenyl)- 4-[[4-[b...",-,-,6477148
640081,3-[4-[(Z)-[2-(2-Chloro-5-nitrophenyl)-1-(3-chlorophenyl)-5-oxoimidazol-4-ylidene]methyl]-N-(2-cyanoethyl)-3-methylanilino]propanenitrile,-,-,6477149
640083,"N,N-Bis(2-chloroethyl)-4-[(E)-2-(1-ethyl-6-iodoquinolin-1-ium-2-yl)ethenyl]aniline;iodide",-,-,54608102
640084,"4-[(E)-2-(6-Bromo-1-ethylquinolin-1-ium-2-yl)ethenyl]-N,N-bis(2-chloroethyl)aniline;iodide",-,-,54600726
640085,"Quinolinium, 2-[2-[4-[bis(2-chloroethyl)amino]phenyl] et...",-,-,54608103
640168,"2-(2-(2-Ethyl-4-methylene-5-oxotetrahydro-2-furanyl)ethyl)-1H-isoindole-1,3(2H)-dione",-,-,368843
640180,Methyl (2Z)-2-cyano-2-(3-oxoisoindolin-1-ylidene)acetate,-,-,3004238
640187,"Zinc;5,10,15,20-tetrakis(1-methylpyridin-1-ium-4-yl)porphyrin-22,24-diide;iodide",-,-,368851
640188,"4,4,5,5-Tetraphenyl-1,3,2-dioxathiolane 2-oxide",-,-,368852
640190,"1,2-Bis(2-methoxyphenyl)-1,2-diphenyl-1,2-ethanediol",-,-,368855
640192,"6-Phenylthio-7H-benzocycloheptene-1,4,7-trione",-,-,368857
640199,antineoplastic-d640199,-,-,368860
640212,-,-,-,-
640214,-,-,-,-
640215,-,-,-,-
640218,-,-,-,-
640220,-,-,-,-
640226,"[4,5-Dibenzoyloxy-2-[3-cyano-4-(2-furyl)-2-oxo-6-(p-tolyl)-1-pyridyl]tetrahydrofuran-3-yl] benzoate",-,-,368881
640237,-,-,-,-
640322,[(Aminomethyl)(2-aminoethyl)dimethylsilane] platinum(IV)...,-,-,-
640326,"2,7,17-Trimethyl-11-methylidene-3,15-dioxapentacyclo[8.8.0.02,4.05,9.014,18]octadeca-5(9),14(18),16-trien-8-one",-,-,368921
640328,ternatin,-,-,-
640334,Culmorin,-,-,368926
640335,"2-Propen-1-one, 1-[2-[(3,4-dichlorophenyl)amino]- 4-meth...",-,-,135488945
640336,"N-[(E)-[(E)-3-(3,4-Dimethoxyphenyl)-1-[4-methyl-2-(4-nitroanilino)-1,3-thiazol-5-yl]prop-2-enylidene]amino]benzamide",-,-,135499148
640337,"N-[(E)-[(E)-3-(3-Hydroxyphenyl)-1-[4-methyl-2-(4-methyl-2-nitroanilino)-1,3-thiazol-5-yl]prop-2-enylidene]amino]propanamide",-,-,135499149
640338,"N-[(E)-[(E)-3-[4-(Dimethylamino)phenyl]-1-[4-methyl-2-(4-nitroanilino)-1,3-thiazol-5-yl]prop-2-enylidene]amino]benzamide",-,-,135499150
640340,-,-,-,-
640341,"5-[(E)-C-[(E)-2-(1,3-Benzodioxol-5-yl)ethenyl]-N-(2,4-dinitroanilino)carbonimidoyl]-4-methyl-N-(4-methyl-2-nitrophenyl)-1,3-thiazol-2-amine",-,-,135499152
640347,-,-,-,-
640351,N-[2-Nitro-4-(trifluoromethyl)phenyl]-2-oxo-2-(5-oxo-2-sulfanylideneimidazolidin-4-yl)acetamide,-,-,3004248
640355,"N'-(2-(3-Chlorophenyl)-4-hydroxy-5-imino-2,5-dihydro-3-furanyl)benzenesulfonohydrazide",-,-,5838810
640359,"Thiourea, N-[(4-bromophenyl)carbonyl]- N'-(2,6-diethylph...",-,-,3004250
640391,"Cyclopentanone, 2,5-bis[(dimethylamino)methyl]-, cis-, d...",-,-,-
640394,[(2Z)-2-Hydroxyiminocyclopentyl]methyl-trimethylazanium;iodide,-,-,6516931
640439,"3-Methoxycarbonyl-2,5-dihydrothiophene-1,1-dioxide",-,-,368979
640440,1-Bromo-2-iodo-trans-2-butene,-,-,-
640499,"Ethanol, 2-[4-(2,2':6',2""-terpyridin-4'-yl)phenoxy]-",-,-,368990
640500,Neuro_000310,-,-,368991
640506,"3,8,13,18-pentaazapentacosane pentahydrochloride",-,-,-
640519,3'-Carboxypropionyl-(Z)-combretastatin A-4,-,-,-
640520,"10,11-Dihydropyrimido[1,2-a]perimidin-9(7H)-one",-,-,369000
640528,7J-621S,-,-,6290868
640530,ZX-AT026954,-,-,5377479
640531,-,-,-,-
640534,1-(2-Chlorophenyl)-3-(1-naphthyl)prop-2-en-1-one,-,-,5921231
640537,ZX-AT028159,-,-,5712222
640547,-,-,-,-
640552,"N,N'-Bis[5-[(E)-3-[4-[(E)-3-(2-amino-4-methyl-1,3-thiazol-5-yl)-3-oxoprop-1-enyl]phenyl]prop-2-enoyl]-4-methyl-1,3-thiazol-2-yl]decanediamide",-,-,6302566
640556,"(E)-1-[2-(3,5-Diphenylpyrazol-1-yl)-4-methyl-thiazol-5-yl]-3-(4-nitrophenyl)prop-2-en-1-one",-,-,5934332
640559,"(E)-1-[2-(3,5-Diphenylpyrazol-1-yl)-4-methyl-1,3-thiazol-5-yl]-3-(3-nitrophenyl)prop-2-en-1-one",-,-,6035704
640575,(E)-3-(4-Methoxyphenyl)-1-[4-methyl-2-(3-pyridyl)thiazol-5-yl]prop-2-en-1-one,-,-,6063589
640582,"(E)-1-[2-(3,5-Diphenylpyrazol-1-yl)-4-methyl-1,3-thiazol-5-yl]-3-(4-hydroxy-3-methoxyphenyl)prop-2-en-1-one",-,-,6055758
640583,"1-(2-(3,5-Diphenyl-1H-pyrazol-1-yl)-4-methyl-1,3-thiazol-5-yl)-3-(4-methylphenyl)-2-propen-1-one",-,-,5864101
640584,Q22579236,-,-,5351382
640620,"2-(4-Chlorophenyl)-5,7,7-trimethyl-7H-[1,3,4]thiadiazolo[3,2-a]pyrimidine",-,-,369063
640624,NCIMech_000349,-,-,369067
640625,"3-(2-Chlorophenyl)-6,8,8-trimethyl-1,7-dihydro-[1,2,4]triazolo[4,3-b][1,2,4]triazepine",-,-,369068
640630,"1-(5,6-Diphenyl-2,5-dihydro-1,2,4-triazin-3-yl)-2-[(E)-3-(2-methylphenyl)sulfanyl-3-phenylprop-1-enyl]hydrazine",-,-,5916893
640632,"1-[2-[(E)-3-[2-(5,6-Diphenyl-2,5-dihydro-1,2,4-triazin-3-yl)hydrazinyl]-1-phenylprop-2-enyl]sulfanylphenyl]-3-phenylthiourea",-,-,5924617
640636,"N-(5,6-Diphenyl-1,2,4-triazin-3-yl)-4-methyl-N-[(E)-[(E)-3-phenylprop-2-enylidene]amino]benzenesulfonamide",-,-,9555833
640640,"3-(2-(3-((4-Methylphenyl)thio)-1-butenyl)hydrazino)-5,6-diphenyl-2,5-dihydro-1,2,4-triazine",-,-,6081322
640644,"[5-(5-Amino-4-cyano-oxazol-2-yl)-3,4-dibenzoyloxy-tetrahydrofuran-2-yl]methyl benzoate",-,-,369087
640648,6-Bromo-3-phenyl-2-[(phenylamino)methyl]quinazolin-4(3H)-one,-,-,369091
640650,6-Bromo-2-(chloromethyl)-3-(2-methylphenyl)quinazolin-4(3H)-one,-,-,369093
640655,"3-Amino-6,8-dibromo-2-(2-chloroethyl)quinazolin-4(3H)-one",-,-,369098
640658,"(6-Bromo-4-oxo-3-phenyl-3,4-dihydroquinazolin-2-yl)methyl 2-hydroxybenzoate",-,-,369101
640672,"N-(3-Chlorophenyl)-3-(4-((2-methylphenyl)diazenyl)-3,5-diphenyl-1H-pyrazol-1-yl)-3-oxopropanamide",-,-,369124
640674,S-Phenyl 3-[4-[bis(2-cyanoethyl)amino]phenyl]-2-[(2-chloro-5-nitrobenzoyl)amino]-3-phenylsulfanylpropanethioate,-,-,369126
640675,3-[4-[(Z)-[2-(2-Chloro-5-nitrophenyl)-1-(4-ethoxyphenyl)-5-oxoimidazol-4-ylidene]methyl]-N-(2-cyanoethyl)anilino]propanenitrile,-,-,5935964
640680,"N-(2-Chlorophenyl)-3-(4-((4-methoxyphenyl)diazenyl)-3,5-diphenyl-1H-pyrazol-1-yl)-3-oxopropanamide",-,-,369132
640682,"(E)-1-(3,4-Dichlorophenyl)-4,4-dimethyl-5-(1-piperidyl)pent-1-en-3-one",-,-,6474493
640683,"1-(4-Methoxyphenyl)-4,4-dimethyl-5-(1-piperidino)pent-1-en-3-one hydrochloride",-,-,6474494
640688,Tetracarboxyphthalocyanine-Gadolinium,-,-,-
640735,"3-(4-Methoxy-2-methylphenyl)naphthol [2,1-c]furan-1(3H)-one",-,-,369148
640736,"3-(4-Methoxy-2-methylphenyl)naphtho[1,2-c]furan-1(3H)-one",-,-,369149
640737,azatoxin,-,-,-
640739,"Hobartine, 8-oxo-9-dehydro",-,-,369152
640884,"Benzoic acid, 4-[(E)-(2-methylimidazo[1,2-a]pyridin-3-yl)azo]-, hydrazide",-,-,369178
640921,"1-Tert-Butyl 4-methyl 1,4-cubanedicarboxylate",-,-,369215
640929,Euphorbia substance SPr5,-,-,5459191
640963,"N~1~-(2,4-Dimethoxyphenyl)-N~2~-hydroxyethanediamide",-,-,369235
640986,"N-(2,4-Dinitrophenyl)-4-naphthalen-2-yl-2,4-dioxo-3-(3-oxo-1H-2-benzofuran-1-yl)butanamide",-,-,369255
640990,"N-(6-Ethoxy-1,3-benzothiazol-2-yl)-4-(2-fluorophenyl)-2,4-dioxo-3-(3-oxo-1H-2-benzofuran-1-yl)butanamide",-,-,369259
640993,"Methyl 4-(4-bromoanilino)-2-(6-chloro-3-hydroxy-2-quinoxalinyl)-3,4-dioxobutanoate",-,-,369262
640994,"Biphenyl-2-butanamide, N-(6-ethoxybenzothiazol-2-yl)- ....",-,-,369263
641009,"Tellurium, trichloro[1,2-hexanedioato(2-)-O,O']-, ammonium",-,-,498945
641010,Ammonia; 2-(trichloro-$l^{4}-tellanyl)oxyoctanal,-,-,498947
641035,Trunculin-A methyl ester,-,-,54608546
641036,Trunculin-B methyl ester,-,-,6711772
641048,"3,4',4'',4'''-Tetrasulfonyl copper phthalocyanine, tetra...",-,-,-
641052,"Platinum, dichloro[(phenylmethyl)methylsulfinyl]- 1-quin...",-,-,-
641054,-,-,-,-
641055,-,-,-,-
641056,-,-,-,-
641062,"1,3,5-Tribenzyl-1,3-dihydropyrrolo[3,4-d]imidazole-2,4,6(5H)-trione",-,-,369308
641066,perillol,-,-,-
641076,".cis.-Bis(1-phenylbutane-1,3-dionato)bis(5-pregnene-20-o...",-,-,369320
641094,-,-,-,-
641097,-,-,-,-
641106,"Benzenesulfonamide, N-[4-[[(4-carboxypheny)imino]methyl]...",-,-,369351
641111,N-Benzoyl-N-(2-((cyano(phenyl)methylene)amino)phenyl)benzamide,-,-,369355
641139,6-((4-Ethoxyphenyl)diazenyl)-N-(4-methoxyphenyl)-2-oxo-2H-chromene-3-carboxamide,-,-,369377
641142,"N-(3-Chlorophenyl)-3-(4-((4-methoxyphenyl)diazenyl)-3,5-diphenyl-1H-pyrazol-1-yl)-3-oxopropanamide",-,-,369380
641149,1-Chloro-7-methyl-phenothiazone,-,-,369385
641150,7-Chloro-1-methyl-phenothiazone,-,-,369386
641151,"1,2-Dimethyl-phenothiazone",-,-,369387
641152,"1,6-Dimethyl-phenothiazone",-,-,369388
641153,"1,7-Dimethyl-phenothiazone",-,-,369389
641155,"2,7-Dimethyl-phenothiazone",-,-,369391
641158,"2-Chloro-1,7-dimethyl-phenothiazone",-,-,369394
641161,"2,3-Bis(4-(2-(diethylamino)ethoxy)phenyl)acrylonitrile",-,-,5466693
641172,10-Acetylsalicyldithranol,-,-,125294
641174,Neuro_000312,-,-,369404
641175,"1,6-Bis(4,5-dihydroxy-10-oxo-9H-anthracen-9-yl)hexane-1,6-dione",-,-,369405
641176,"1,7-Bis(4,5-dihydroxy-10-oxo-9H-anthracen-9-yl)heptane-1,7-dione",-,-,369406
641177,"N,N,1-Triisopropyl-4,4-dimethyl-3-((4-methylphenyl)thio)-1,2-azaphosphetidin-2-amine 2-oxide",-,-,369407
641178,Maybridge3_005893,-,-,369408
641184,(4-isopropylphenyl)[?]dione,-,-,369414
641203,"2-Methyl-4-(4-nitrophenyl)-2,3-dihydro-1,5-benzothiazepine 1-oxide",-,-,369433
641210,-,-,-,-
641220,"4-{2-[(3,4-Dioxo-3,4-dihydronaphthalen-1-yl)amino]phenyl}-N-(2-methoxyphenyl)-2,4-dioxobutanamide",-,-,369450
641224,"4-(2-Naphthyl)-2,4-dioxo-3-(3-oxo-1,3-dihydro-2-benzofuran-1-yl)-N-(2,4,5-trichlorophenyl)butanamide",-,-,369454
641225,"N-(6-Methyl-1,3-benzothiazol-2-yl)-4-naphthalen-2-yl-2,4-dioxo-3-(3-oxo-1H-2-benzofuran-1-yl)butanamide",-,-,369455
641226,"N-[2-(2,2-Dimethylpropyl)-6-methylphenyl]-4-naphthalen-2-yl-2,4-dioxo-3-(3-oxo-1H-2-benzofuran-1-yl)butanamide",-,-,369456
641227,"N-(4-Bromophenyl)-4-(2-fluorophenyl)-2,4-dioxo-3-(3-oxo-1,3-dihydro-2-benzofuran-1-yl)butanamide",-,-,369457
641228,"4-(2-fluorophenyl)-2,4-dioxo-3-(3-oxo-1,3-dihydroisobenz...",-,-,369458
641230,"N-(2-Ethoxyphenyl)-4-(2-naphthyl)-2,4-dioxo-3-(3-oxo-1,3-dihydro-2-benzofuran-1-yl)butanamide",-,-,369460
641231,"4-Naphthalen-2-yl-N-[2-nitro-4-(trifluoromethyl)phenyl]-2,4-dioxo-3-(3-oxo-1H-2-benzofuran-1-yl)butanamide",-,-,369461
641233,"2-Naphthalenebutanamide, N-(3-chloro-1,4-dihydro- 1,4-di...",-,-,369463
641235,"N-(4-Ethoxyphenyl)-4-(2-naphthyl)-2,4-dioxo-3-(3-oxo-1,3-dihydro-2-benzofuran-1-yl)butanamide",-,-,369465
641236,"N-(3,4-Dimethylphenyl)-4-(2-naphthyl)-2,4-dioxo-3-(3-oxo-1,3-dihydro-2-benzofuran-1-yl)butanamide",-,-,369466
641237,"N-(2-Acetylphenyl)-4-(2-naphthyl)-2,4-dioxo-3-(3-oxo-1,3-dihydro-2-benzofuran-1-yl)butanamide",-,-,369467
641238,"N-(4-Chloro-2-methylphenyl)-4-naphthalen-2-yl-2,4-dioxo-3-(3-oxo-1H-2-benzofuran-1-yl)butanamide",-,-,369468
641239,"N-[2-Chloro-5-(trifluoromethyl)phenyl]-4-naphthalen-2-yl-2,4-dioxo-3-(3-oxo-1H-2-benzofuran-1-yl)butanamide",-,-,369469
641240,NCIMech_000766,-,-,369470
641241,"2-Naphthalenebutanamide, alpha-,gamma-dioxo-beta-(3-oxo ...",-,-,369471
641242,"4-[2-[(3,4-Dioxo-1-naphthyl)amino]phenyl]-N-(3-nitrophenyl)-2,4-dioxo-butanamide",-,-,369472
641245,"Benzenebutanamide, N-(3-chloro-1,4-dihydro-1,4-dioxo- 2-...",-,-,369475
641250,NCIMech_000066,-,-,369480
641251,"4-Naphthalen-2-yl-2,4-dioxo-3-(3-oxo-1H-2-benzofuran-1-yl)-N-(5-sulfanylidene-1,2-dihydro-1,2,4-triazol-3-yl)butanamide",-,-,3004261
641252,"2-((4-(2-Naphthyl)-2,4-dioxo-3-(3-oxo-1,3-dihydro-2-benzofuran-1-yl)butanoyl)amino)benzamide",-,-,369482
641253,NCIMech_000796,-,-,369483
641261,Quinaldopeptin,-,-,-
641276,-,-,-,-
641279,"1-Methyl-5-(5-nitrofuran-2-yl)-3-(3,4,5-trimethoxyphenyl)-4,5-dihydro-1H-pyrazole",-,-,369501
641280,-,-,-,-
641281,"2-(4-(2-(5-(4-bromophenyl)-3H-1,2-dithiol-3-yl)-2-((1-(5...",-,-,3000384
641282,"2-[4-[(2E)-2-[[(1E)-2-[4-(Carboxymethoxy)-2,3-dichlorophenyl]-1-[5-(3-methylphenyl)dithiol-3-ylidene]-2-oxoethyl]disulfanyl]-2-[5-(3-methylphenyl)dithiol-3-ylidene]acetyl]-2,3-dichlorophenoxy]acetic a",-,-,3000388
641283,"2-[4-[(2E)-2-[[(1E)-2-[4-(Carboxymethoxy)-2,3-dichlorophenyl]-1-[5-(4-fluorophenyl)dithiol-3-ylidene]-2-oxoethyl]disulfanyl]-2-[5-(4-fluorophenyl)dithiol-3-ylidene]acetyl]-2,3-dichlorophenoxy]acetic a",-,-,3000383
641284,-,-,-,-
641285,"Disulfide, bis[1-[5-(2-methylphenyl)-3H-1,2-dithiole- 3-...",-,-,3000387
641289,"2-Methyl-6-(4-pyridinyl)imidazo[2,1-b][1,3]thiazole",-,-,369509
641290,AB26777,-,-,369510
641291,"6-(4-Pyridinyl)-2,3-dihydroimidazo[2,1-b][1,3]thiazole",-,-,369511
641292,"2-Imidazo[2,1-b][1,3]thiazol-6-yl-5-(methylthio)phenol",-,-,369512
641296,antineoplastic-641296,-,-,-
641297,antineoplastic-641297,-,-,-
641298,"1,1-Diethyl-3-[(E)-1-(2-hydroxyphenyl)ethylideneamino]thiourea",-,-,135410267
641317,4-Amino-5-carbamoyl-3-methyl-1-(2-oxo-2-phenylethyl)-1H-imidazol-3-ium bromide,-,-,369520
641318,antineoplastic-641318,-,-,24202346
641319,antineoplastic-641319,-,-,24202347
641377,"3-(3,4,5-Trimethoxyphenyl)-5H-[1,2,4]triazolo[3,4-b][1,3,4]thiadiazine-7-carboxylic acid",-,-,369522
641378,LS-129625,-,-,369523
641379,2-[[6-[[Bis(carboxymethyl)amino]methyl]-4-[2-[4-(2-phenylethynyl)phenyl]ethynyl]pyridin-2-yl]methyl-(carboxymethyl)amino]acetic acid,-,-,369524
641380,Tert-butyl 2-[[6-[[bis[2-[(2-methylpropan-2-yl)oxy]-2-oxoethyl]amino]methyl]-4-ethynylpyridin-2-yl]methyl-[2-[(2-methylpropan-2-yl)oxy]-2-oxoethyl]amino]acetate,-,-,369525
641383,-,-,-,-
641385,3-[(Butan-2-yloxy)carbonyl]-7-oxabicyclo[2.2.1]heptane-2-carboxylic acid,-,-,369528
641386,3-(Butylcarbamoyl)-7-oxabicyclo[2.2.1]heptane-2-carboxylic acid,-,-,369529
641387,3-(Piperidin-1-ylcarbonyl)-7-oxabicyclo[2.2.1]heptane-2-carboxylic acid,-,-,369530
641389,STK457912,-,-,369532
641390,3-[(4-Methylphenyl)carbamoyl]-7-oxabicyclo[2.2.1]heptane-2-carboxylic acid,-,-,369533
641393,"5H-Naphtho[2,3-a]carbazole-5,13(12H)-dione, 12-phenyl-",-,-,369536
641394,"1H-Benzo[a]carbazole-1,4(11H)-dione, 11-phenyl-",-,-,369537
641395,"1H-Benzo[a]carbazole-1,4(11H)-dione, 8-methoxy-",-,-,369538
641396,"1H-Benzo[a]carbazole-1,4(11H)-dione, 8-methoxy-11- methyl-",-,-,369539
641401,"6'-Methylspiro[12,16-dioxatetracyclo[8.7.0.03,8.011,15]heptadeca-1(10),3,5,7-tetraene-17,2'-oxane]-2,9,13-trione",-,-,369540
641404,"Methyl 2-[[3-(3-hydroxy-7,12-dioxo-naphtho[2,3-h]quinoxalin-2-yl)-2-oxo-propanoyl]amino]benzoate",-,-,369543
641405,"Naphtho[2,3-f]quinoxaline-3-acetic acid, 2-hydroxy- 7,12...",-,-,369544
641408,-,-,-,-
641414,-,-,-,-
641420,Dimethyl 2-{[(2-methyl-5-nitrophenyl)amino](oxo)acetyl}-3-oxobutanedioate,-,-,369556
641424,"Naphtho[2,3-f]quinoxaline-2-propanamide, 7,12-dihydro-3-hydroxy-N-(2-nitrophenyl)-alpha,7,12-trioxo-",-,-,369560
641431,"(2Z)-N-(3,4-Dichlorophenyl)-4-[2-(3,5-diphenylpyrazol-1-yl)-4-methyl-1,3-thiazol-5-yl]-2-(methylhydrazinylidene)-4-oxobutanamide",-,-,9571292
641435,"Methyl (3Z)-4-(2,5-dichloroanilino)-3-hydrazinylidene-2-(6-nitro-3-oxo-4H-quinoxalin-2-yl)-4-oxobutanoate",-,-,9571294
641444,"2-[2-[2-(2-Acetylhydrazinyl)-4-methyl-1,3-thiazole-5-carbonyl]hydrazinyl]-N-(2-methyl-6-propan-2-ylphenyl)-2-oxoacetamide",-,-,369575
641445,"Methyl (4Z)-5-(2-carbamoylanilino)-4-hydrazinylidene-3-(6-nitro-3-oxo-4H-quinoxalin-2-yl)-2,5-dioxopentanoate",-,-,9571296
641454,antineoplastic-641454,-,-,5466704
641457,"Azane;hexane-1,6-diamine;platinum(4+);propanedioate",-,-,24202350
641458,"Platinum, N,N''-(1,6-hexanediyl)bis[diamino[2-ethyl- 1,3...",-,-,24202351
641459,"Azane;2-chloroacetate;hexane-1,6-diamine;platinum(4+)",-,-,24202352
641461,"Azane;2-chloroacetate;pentane-1,5-diamine;platinum(4+)",-,-,24202354
641465,"Platinum, N,N''-(1,9-nonanediyl)bis[diaminodichloro-, (S...",-,-,-
641467,-,-,-,-
641484,"(Z)-3,4,5-Trimethoxy-4'-ethylstilbene",-,-,5466706
641522,"5'-Allyl-2'-hydroxy-3,3',4-trimethoxy chalcone",-,-,5459194
641533,"Cyclobutane, 3,3,4,4-tetrachloro- 1,2-bis(dichloromethyl...",-,-,369620
641536,"Quinoline-3-carboxylic acid, 6-chloro-4-phenyl- 2-[(pipe...",-,-,369623
641541,"2-(3,5-Dibromo-2,6-dimethoxyphenyl)-1H-pyrrole",-,-,369631
641548,Betuletol,-,-,5459196
641594,"3-Benzoyl-2-methylnaphtho[2,3-b]furan-4,9-dione",-,-,369639
641595,"2-Methyl-N-(2-methylphenyl)-4,9-dioxobenzo[f][1]benzofuran-3-carboxamide",-,-,369640
641596,1-(6-Chloro-3-hydroxy-2-quinoxalinyl)-2-hydroxy-2-phenylethanone,-,-,369641
641603,-,-,-,-
641604,(2Z)-2-[(4-Methylphenyl)sulfonylhydrazinylidene]-2-(6-nitro-3-oxo-4H-quinoxalin-2-yl)-N-(3-nitrophenyl)acetamide,-,-,135499161
641607,"3-(2-(Hydroxyimino)-1,2-bis(4-methoxyphenyl)ethyl)-1-benzofuran-2(3H)-one",-,-,5929993
641609,-,-,-,-
641613,1-[(E)-[2-Hydroxy-1-(3-hydroxy-6-nitro-quinoxalin-2-yl)-2-(4-nitrophenyl)ethylidene]amino]guanidine,-,-,135499166
641617,-,-,-,-
641626,"Benzoic acid, 2-chloro-5-[(phenylthioxomethyl)amino-, 2-...",-,-,3001012
641691,vicenistatin,-,-,-
641717,(4-(Benzoylamino)phenyl)sulfonyl(3-(hexylamino)-3-oxopropyl)carbamic acid,-,-,369700
641756,"2-[(E)-[1-[3-(4-Methylanilino)-3-oxo-propanoyl]-3,5-diphenyl-pyrazol-4-yl]azo]benzoic acid",-,-,369709
641810,"(1R,8S)-8-Hydroxy-15-oxatetracyclo[7.6.1.02,7.013,16]hexadeca-2(7),4,11-triene-3,6,14-trione",-,-,369716
641818,7-Chloro-3-[3-[4-[2-(6-chloro-3-oxo-4H-quinoxalin-2-yl)-1-hydroxy-2-oxoethyl]phenyl]-3-hydroxyprop-1-en-2-yl]-1H-quinoxalin-2-one,-,-,369723
641820,4-(2-Tert-butylhydrazino)-5-nitro-2-phenyl-pyridazin-3-one,-,-,4585482
641821,"Methyl 2-(5-(hydroxy(oxido)amino)-3-oxo-2-phenyl-2,3-dihydro-4-pyridazinyl)hydrazinecarboxylate",-,-,3822841
641822,4-(Hydroxyamino)-5-nitro-2-phenyl-pyridazin-3-one,-,-,3699706
641845,STK044062,-,-,5981635
641860,(3E)-N-(3-Nitrophenyl)-3-[(2-pyridin-1-ium-1-ylacetyl)hydrazinylidene]butanamide;chloride,-,-,9571666
641991,"Methyl 4-(2-ethyl-6-isopropylanilino)-2-((3-hydroxy-2-quinoxalinyl)methyl)-3,4-dioxobutanoate",-,-,369798
641994,-,-,-,-
