,drug,gene,dti_existed,pubmed_hit,MECHANISM,deeppurpose,binary_deeppurpose
956,Lovastatin,HMGCR,1.0,1.0,Other,0.9808908700942993,1
957,Lovastatin,HDAC2,1.0,1.0,Other,0.9999995231628418,1
958,9-Amino-20-camptothecin,SPP1,0.0,0.0,DNA,0.7370070815086365,1
959,9-Amino-20-camptothecin,MSN,0.0,0.0,DNA,0.9646375775337219,1
960,"9-Methoxy-2-methylellipticinium acetate, hydrate",PCBD1,0.0,0.0,DNA,0.958938479423523,1
961,Simvastatin,HMGCR,1.0,1.0,DNA,0.98600172996521,1
962,Simvastatin,HDAC2,1.0,1.0,DNA,0.9999972581863403,1
963,9-Amino-20-camptothecin,RPS4Y1,0.0,0.0,DNA,0.9225093126296997,1
964,"9-Methoxy-2-methylellipticinium acetate, hydrate",NCKAP1,0.0,0.0,DNA,0.6835822463035583,1
965,Istodax,CD24,0.0,0.0,HDAC,0.006056308280676603,0
966,Lovastatin,PLK1,0.0,1.0,Other,0.01853574812412262,0
967,Simvastatin,TJP1,0.0,1.0,DNA,0.910161018371582,1
968,"10,11-Methylenedioxy-20S-camptothecin",ELOVL5,0.0,0.0,DNA,0.8994404673576355,1
969,Simvastatin,AJUBA,0.0,0.0,DNA,0.9776712656021118,1
970,Lovastatin,SLC43A3,0.0,0.0,Other,0.9876703023910522,1
971,Simvastatin,PCBD1,0.0,0.0,DNA,0.9867569208145142,1
972,"10,11-Methylenedioxy-20S-camptothecin",ARHGAP29,0.0,0.0,DNA,0.8243680596351624,1
973,"10,11-Methylenedioxy-20S-camptothecin",MIF,0.0,0.0,DNA,0.6362760663032532,1
974,o6-Benzylguanine,SLC43A3,0.0,0.0,DNA,0.15109474956989288,0
975,o6-Benzylguanine,APBB1IP,0.0,0.0,DNA,0.21688388288021088,0
976,"10,11-Methylenedioxy-20S-camptothecin",RAI14,0.0,0.0,DNA,0.6793004274368286,1
977,"9-Methoxy-2-methyl-1,2-dihydroellipticine",SDC4,0.0,0.0,DNA,0.9907280206680298,1
978,"9-Methoxy-2-methyl-1,2-dihydroellipticine",ARHGAP29,0.0,0.0,DNA,0.7126075625419617,1
979,o6-Benzylguanine,BST2,0.0,0.0,DNA,0.05066468566656113,0
980,"9-Methoxy-2-methyl-1,2-dihydroellipticine",NCKAP1,0.0,0.0,DNA,0.7883784174919128,1
981,o6-Benzylguanine,HMGCR,0.0,0.0,DNA,0.14696004986763,0
982,2-N-Methyl-6-thiaellipticinum iodide,SLC43A3,0.0,0.0,DNA,0.013979220762848854,0
983,2-N-Methyl-6-thiaellipticinum iodide,ELOVL5,0.0,0.0,DNA,0.675347089767456,1
984,"9-Methoxy-2-methyl-1,2-dihydroellipticine",SH3D19,0.0,0.0,DNA,0.9771984815597534,1
985,7-Hydroxystaurosporine,MIF,0.0,0.0,Kinase,0.9286558032035828,1
986,7-Hydroxystaurosporine,ELOVL5,0.0,0.0,Kinase,0.9744709134101868,1
987,2-N-Methyl-6-thiaellipticinum iodide,APBB1IP,0.0,0.0,DNA,0.00697295879945159,0
988,2-N-Methyl-6-thiaellipticinum iodide,MIF,0.0,1.0,DNA,0.08811485767364502,0
989,7-Hydroxystaurosporine,ETS1,0.0,0.0,Kinase,0.7686386108398438,1
990,9-Glycineamido-20(S)-camptothecin.HCl,SLC43A3,0.0,0.0,DNA,0.6883010268211365,1
991,9-Glycineamido-20(S)-camptothecin.HCl,MSN,0.0,0.0,DNA,0.8442618250846863,1
992,9-Glycineamido-20(S)-camptothecin.HCl,TUBA1B,0.0,0.0,DNA,0.5008129477500916,1
993,Perifosine,PRKCA,1.0,0.0,Kinase,0.5749024748802185,1
994,2-N-Methyl-6-thiaellipticinum iodide,HMGCR,0.0,0.0,DNA,0.993633508682251,1
995,Perifosine,AKT1,1.0,1.0,Kinase,0.9106166362762451,1
996,"4-Piperidinone,5-bis[(3,4-dichlorophenyl)methylene]-1-[3-(4-morpholinyl)-1-oxopropyl]-, monohydrochloride",TNFRSF12A,0.0,0.0,Kinase,0.9570564031600952,1
997,"4-Piperidinone,5-bis[(3,4-dichlorophenyl)methylene]-1-[3-(4-morpholinyl)-1-oxopropyl]-, monohydrochloride",PTK2,0.0,0.0,Kinase,0.1652805060148239,0
998,"4-Piperidinone,5-bis[(3,4-dichlorophenyl)methylene]-1-[3-(4-morpholinyl)-1-oxopropyl]-, monohydrochloride",RAB13,0.0,0.0,Kinase,0.40394437313079834,0
999,"4-Piperidinone,5-bis[(3,4-dichlorophenyl)methylene]-1-[3-(4-morpholinyl)-1-oxopropyl]-, monohydrochloride",AJUBA,0.0,0.0,Kinase,0.766939103603363,1
1000,"4-Piperidinone,5-bis[(3,4-dichlorophenyl)methylene]-1-[3-(4-morpholinyl)-1-oxopropyl]-, monohydrochloride",EXT1,0.0,0.0,Kinase,0.8632903695106506,1
1001,"10,11-Methylenedioxy-20S-camptothecin",CD44,0.0,0.0,DNA,0.0552869476377964,0
1002,7-Hydroxystaurosporine,ENDOD1,0.0,0.0,Kinase,0.9879007339477539,1
1003,Perifosine,MIF,0.0,0.0,Kinase,0.7492154240608215,1
1004,7-Hydroxystaurosporine,PTBP1,0.0,0.0,Kinase,0.008121650665998459,0
1005,14-Chloro-20(S)-camptothecin hydrate,APP,0.0,0.0,DNA,0.5398298501968384,1
1006,14-Chloro-20(S)-camptothecin hydrate,RPL3,0.0,0.0,DNA,0.9458755254745483,1
1007,Perifosine,ELOVL5,0.0,0.0,Kinase,0.9398319125175476,1
1008,14-Chloro-20(S)-camptothecin hydrate,TUBA1B,0.0,0.0,DNA,0.6448860168457031,1
1009,14-Chloro-20(S)-camptothecin hydrate,PRDX1,0.0,0.0,DNA,0.9306544065475464,1
1010,"[(1S,4S,7R,10S,12R)-4-acetyloxy-1,9,12,15-tetrahydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate",TMEM47,0.0,0.0,TUBB,0.7178747653961182,1
1011,"[(1S,4S,7R,10S,12R)-4-acetyloxy-1,9,12,15-tetrahydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate",MCTP1,0.0,0.0,TUBB,0.8423956632614136,1
1012,"[(1S,4S,7R,10S,12R)-4-acetyloxy-1,9,12,15-tetrahydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate",IFI16,0.0,0.0,TUBB,0.5744062662124634,1
1013,Benzoylstaurosporine,TNFRSF12A,0.0,0.0,Kinase,0.9860643148422241,1
1014,Benzoylstaurosporine,ETS1,0.0,0.0,Kinase,0.631119966506958,1
1015,Benzoylstaurosporine,GPR39,0.0,0.0,Kinase,0.9471889138221741,1
1016,Benzoylstaurosporine,PTPRF,0.0,0.0,Kinase,0.05134035274386406,0
1017,"Propanoic acid,sodium salt",FXYD5,0.0,0.0,DNA,0.02958088554441929,0
1018,"[(1S,4S,7R,10S,12R)-4-acetyloxy-15-[(3S)-3-(hexanoylamino)-2-hydroxy-3-phenylpropanoyl]oxy-1,12-dihydroxy-10,14,17,17-tetramethyl-11-oxo-9-(3,4,5-trihydroxyoxan-2-yl)oxy-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate",ZBTB38,0.0,0.0,TUBB,0.9507173299789429,1
1019,"[(1S,4S,7R,10S,12R)-4-acetyloxy-15-[(3S)-3-(hexanoylamino)-2-hydroxy-3-phenylpropanoyl]oxy-1,12-dihydroxy-10,14,17,17-tetramethyl-11-oxo-9-(3,4,5-trihydroxyoxan-2-yl)oxy-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate",EPAS1,0.0,0.0,TUBB,0.7617248296737671,1
1020,"[(1S,4S,7R,10S,12R)-4-acetyloxy-15-[(3S)-3-(hexanoylamino)-2-hydroxy-3-phenylpropanoyl]oxy-1,12-dihydroxy-10,14,17,17-tetramethyl-11-oxo-9-(3,4,5-trihydroxyoxan-2-yl)oxy-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate",VEGFC,0.0,0.0,TUBB,0.08276837319135666,0
1021,"Propanoic acid,sodium salt",APBB1IP,0.0,0.0,DNA,0.024538127705454826,0
1022,"Propanoic acid,sodium salt",SLC43A3,0.0,0.0,DNA,0.044079557061195374,0
1023,"[(1S,4S,7R,10S,12R)-4-acetyloxy-15-[(3S)-3-(hexanoylamino)-2-hydroxy-3-phenylpropanoyl]oxy-1,12-dihydroxy-10,14,17,17-tetramethyl-11-oxo-9-(3,4,5-trihydroxyoxan-2-yl)oxy-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate",BNC2,0.0,0.0,TUBB,0.8270591497421265,1
1024,Benzoylstaurosporine,VAMP8,0.0,0.0,Kinase,0.9365631341934204,1
1025,"Propanoic acid,sodium salt",HMGCR,0.0,0.0,DNA,0.3532048463821411,0
1026,"2-Debenzoyl-2-(3',5'-difluorobenzoyl)-A-nortaxol",FXYD5,0.0,0.0,TUBB,0.40349429845809937,0
1027,"2-Debenzoyl-2-(3',5'-difluorobenzoyl)-A-nortaxol",ZBTB38,0.0,0.0,TUBB,0.975601851940155,1
1028,"2-Debenzoyl-2-(3',5'-difluorobenzoyl)-A-nortaxol",JAK2,0.0,0.0,TUBB,0.6027874946594238,1
1029,"[(1S,4S,7R,10S,12R)-4-acetyloxy-15-[(3S)-3-(hexanoylamino)-2-hydroxy-3-phenylpropanoyl]oxy-1,12-dihydroxy-10,14,17,17-tetramethyl-11-oxo-9-(3,4,5-trihydroxyoxan-2-yl)oxy-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate",CALD1,0.0,0.0,TUBB,0.9461746215820312,1
1030,"[(1S,3R,4S,7R,9S,10S,12R)-4,12-diacetyloxy-15-[(3S)-3-(2,2-dimethylpropanoylamino)-2-hydroxy-3-phenylpropanoyl]oxy-1,9-dihydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate",AJUBA,0.0,0.0,TUBB,0.14382140338420868,0
1031,"[(1S,3R,4S,7R,9S,10S,12R)-4,12-diacetyloxy-15-[(3S)-3-(2,2-dimethylpropanoylamino)-2-hydroxy-3-phenylpropanoyl]oxy-1,9-dihydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate",TJP1,0.0,0.0,TUBB,0.08090938627719879,0
1032,"[(1S,3R,4S,7R,9S,10S,12R)-4,12-diacetyloxy-15-[(3S)-3-(2,2-dimethylpropanoylamino)-2-hydroxy-3-phenylpropanoyl]oxy-1,9-dihydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate",APP,0.0,0.0,TUBB,0.8412350416183472,1
1033,"[(1S,3R,4S,7R,9S,10S,12R)-4,12-diacetyloxy-15-[(3S)-3-(2,2-dimethylpropanoylamino)-2-hydroxy-3-phenylpropanoyl]oxy-1,9-dihydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate",F11R,0.0,0.0,TUBB,0.1251823753118515,0
1034,"[(1S,3R,4S,7R,9S,10S,12R)-4,12-diacetyloxy-15-[(3S)-3-(2,2-dimethylpropanoylamino)-2-hydroxy-3-phenylpropanoyl]oxy-1,9-dihydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate",DSP,0.0,0.0,TUBB,0.8447216749191284,1
1035,"[(1S,2S,3R,4S,7R,9S,10S,12R,15S)-4,12-diacetyloxy-1,9-dihydroxy-15-[(2R,3S)-2-hydroxy-3-(3-methylbutanoylamino)-3-phenylpropanoyl]oxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate",ZBTB38,0.0,0.0,TUBB,0.9439952373504639,1
1036,"[(1S,2S,3R,4S,7R,9S,10S,12R,15S)-4,12-diacetyloxy-1,9-dihydroxy-15-[(2R,3S)-2-hydroxy-3-(3-methylbutanoylamino)-3-phenylpropanoyl]oxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate",VEGFC,0.0,0.0,TUBB,0.10669361799955368,0
1037,"[(1S,2S,3R,4S,7R,9S,10S,12R,15S)-4,12-diacetyloxy-1,9-dihydroxy-15-[(2R,3S)-2-hydroxy-3-(3-methylbutanoylamino)-3-phenylpropanoyl]oxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate",EPAS1,0.0,0.0,TUBB,0.7880773544311523,1
1038,"[(1S,2S,3R,4S,7R,9S,10S,12R,15S)-4,12-diacetyloxy-1,9-dihydroxy-15-[(2R,3S)-2-hydroxy-3-(3-methylbutanoylamino)-3-phenylpropanoyl]oxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate",ITGB3,0.0,0.0,TUBB,0.7042745351791382,1
1039,"[(1S,2S,3R,4S,7R,9S,10S,12R)-4,12-diacetyloxy-15-[(2R,3S)-3-benzamido-2-hydroxy-3-naphthalen-2-ylpropanoyl]oxy-1,9-dihydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate",ELL2,0.0,0.0,TUBB,0.25483211874961853,0
1040,"2-Debenzoyl-2-(3',5'-difluorobenzoyl)-A-nortaxol",ITGB3,0.0,0.0,TUBB,0.9403569102287292,1
1041,"N-(3-bromophenyl)-6,7-dimethoxyquinazolin-4-amine;2-hydroxyethanesulfonic acid",MAL2,0.0,0.0,Kinase,0.9996069073677063,1
1042,"4-N-(3-bromophenyl)pyrido[4,3-d]pyrimidine-4,7-diamine;methanesulfonic acid",CD24,0.0,0.0,Kinase,0.99834144115448,1
1043,"4-N-(3-bromophenyl)pyrido[4,3-d]pyrimidine-4,7-diamine;methanesulfonic acid",SGMS2,0.0,0.0,Kinase,0.9982252717018127,1
1044,"4-N-(3-bromophenyl)pyrido[4,3-d]pyrimidine-4,7-diamine;methanesulfonic acid",PCBD1,0.0,0.0,Kinase,0.9986124038696289,1
1045,"[(1S,2S,3R,4S,7R,9S,10S,12R)-4,12-diacetyloxy-15-[(2R,3S)-3-benzamido-2-hydroxy-3-naphthalen-2-ylpropanoyl]oxy-1,9-dihydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate",CALD1,0.0,0.0,TUBB,0.8949735164642334,1
1046,"[(1S,2S,3R,4S,7R,9S,10S,12R,15S)-4,12-diacetyloxy-1,9-dihydroxy-15-[(2R,3S)-2-hydroxy-3-(3-methylbutanoylamino)-3-phenylpropanoyl]oxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate",BACE2,0.0,0.0,TUBB,0.44080156087875366,0
1047,"[(1S,2S,3R,4S,7R,9S,10S,12R)-4,12-diacetyloxy-15-[(2R,3S)-3-benzamido-2-hydroxy-3-naphthalen-2-ylpropanoyl]oxy-1,9-dihydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate",MB21D2,0.0,0.0,TUBB,0.9256040453910828,1
1048,"[(1S,2S,3R,4S,7R,9S,10S,12R)-4,12-diacetyloxy-15-[(2R,3S)-3-benzamido-2-hydroxy-3-naphthalen-2-ylpropanoyl]oxy-1,9-dihydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate",PRAME,0.0,0.0,TUBB,0.3111848533153534,0
1049,"N-(3-bromophenyl)-6,7-dimethoxyquinazolin-4-amine;2-hydroxyethanesulfonic acid",APP,0.0,0.0,Kinase,0.8863284587860107,1
1050,"4-N-(3-bromophenyl)pyrido[4,3-d]pyrimidine-4,7-diamine;methanesulfonic acid",ABLIM1,0.0,0.0,Kinase,0.995686411857605,1
1051,"[(1S,2S,3R,4S,7R,9S,10S,12R)-4,12-diacetyloxy-15-[(2R,3S)-3-benzamido-2-hydroxy-3-naphthalen-2-ylpropanoyl]oxy-1,9-dihydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate",VEGFC,0.0,0.0,TUBB,0.07427798211574554,0
1052,"N-(3-bromophenyl)-6,7-dimethoxyquinazolin-4-amine;2-hydroxyethanesulfonic acid",RPL3,0.0,0.0,Kinase,0.998853325843811,1
1053,"N-(3-bromophenyl)-6,7-dimethoxyquinazolin-4-amine;2-hydroxyethanesulfonic acid",SDC4,0.0,0.0,Kinase,0.9998341798782349,1
1054,"[(1S,2S,3R,4S,7R,9S,10S,12R,15S)-4,12-diacetyloxy-15-[(2R,3S)-3-benzamido-2-hydroxy-3-(2-methylphenyl)propanoyl]oxy-1,9-dihydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate",PCBD1,0.0,0.0,TUBB,0.16175223886966705,0
1055,"[(1S,2S,3R,4S,7R,9S,10S,12R,15S)-4,12-diacetyloxy-1,9-dihydroxy-15-[(2R,3S)-2-hydroxy-3-[(2-methylpropan-2-yl)oxycarbonylamino]-3-phenylpropanoyl]oxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] cyclohexanecarboxylate",CD24,0.0,0.0,TUBB,0.1005113497376442,0
1056,"[(1S,2S,3R,4S,7R,9S,10S,12R,15S)-4,12-diacetyloxy-15-[(2R,3S)-3-benzamido-2-hydroxy-3-(2-methylphenyl)propanoyl]oxy-1,9-dihydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate",CD24,0.0,0.0,TUBB,0.04531605541706085,0
1057,"[(1S,2S,3R,4S,7R,9S,10S,12R,15S)-4,12-diacetyloxy-15-[(2R,3S)-3-benzamido-2-hydroxy-3-(2-methylphenyl)propanoyl]oxy-1,9-dihydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate",ABLIM1,0.0,0.0,TUBB,0.25238481163978577,0
1058,"[(1S,2S,3R,4S,7R,9S,10S,12R,15S)-4,12-diacetyloxy-15-[(2R,3S)-3-benzamido-2-hydroxy-3-(2-methylphenyl)propanoyl]oxy-1,9-dihydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate",SGMS2,0.0,0.0,TUBB,0.53099524974823,1
1059,7-Ethyl-10-hydroxycamptothecin,TOP1,1.0,1.0,DNA,0.9904184937477112,1
1060,"4,10beta-Diacetoxy-2alpha-(2-furanylcarbonyloxy)-5beta,20-epoxy-1alpha,7beta-dihydroxy-13alpha-[[(2R,3S)-2-hydroxy-3-(benzoylamino)-3-phenylpropionyl]oxy]taxa-11-ene-9-one",ABLIM1,0.0,0.0,TUBB,0.09697107970714569,0
1061,7-Ethyl-10-hydroxycamptothecin,SPP1,0.0,1.0,DNA,0.7023792862892151,1
1062,"4,10beta-Diacetoxy-2alpha-(2-furanylcarbonyloxy)-5beta,20-epoxy-1alpha,7beta-dihydroxy-13alpha-[[(2R,3S)-2-hydroxy-3-(benzoylamino)-3-phenylpropionyl]oxy]taxa-11-ene-9-one",CD24,0.0,0.0,TUBB,0.047337498515844345,0
1063,Leflunomide,DHODH,1.0,1.0,Other,0.9724284410476685,1
1064,2-Debenzoyl-2-(p-fluorobenzoyl)paclitaxel,CD24,0.0,0.0,TUBB,0.13745909929275513,0
1065,7-Ethyl-10-hydroxycamptothecin,SLC43A3,0.0,0.0,DNA,0.6183881163597107,1
1066,7-Ethyl-10-hydroxycamptothecin,APBB1IP,0.0,0.0,DNA,0.8798611164093018,1
1067,7-Ethyl-10-hydroxycamptothecin,HMGCR,0.0,1.0,DNA,0.9688531756401062,1
1068,Leflunomide,RAI14,0.0,0.0,Other,0.8045579791069031,1
1069,Leflunomide,CAV1,0.0,0.0,Other,0.8382139205932617,1
1070,Leflunomide,SLC43A3,0.0,0.0,Other,0.6682152152061462,1
1071,2-(2-Amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,APBB1IP,0.0,0.0,Kinase,0.02875100076198578,0
1072,2-(2-Amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,NRN1,0.0,1.0,Kinase,0.09901953488588333,0
1073,2-(2-Amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,SLC43A3,0.0,0.0,Kinase,0.08603320270776749,0
1074,Leflunomide,TNFRSF12A,0.0,0.0,Other,0.9041500091552734,1
1075,"2-amino-N-[(Z)-[(19S)-19-ethyl-19-hydroxy-14,18-dioxo-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4,6,8,10,15(20)-heptaen-10-yl]methylideneamino]-3-(4-hydroxyphenyl)propanamide;hydrochloride",FAR2,0.0,0.0,DNA,0.726681113243103,1
1076,"2-amino-N-[(Z)-[(19S)-19-ethyl-19-hydroxy-14,18-dioxo-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4,6,8,10,15(20)-heptaen-10-yl]methylideneamino]-3-(4-hydroxyphenyl)propanamide;hydrochloride",SLC43A3,0.0,0.0,DNA,0.8252289891242981,1
1077,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,serine deriv.",CD24,0.0,0.0,DNA,0.011086841113865376,0
1078,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,serine deriv.",SGMS2,0.0,0.0,DNA,0.484525591135025,0
1079,2-(2-Amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,DDR2,0.0,0.0,Kinase,0.16901202499866486,0
1080,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,serine deriv.",PPIC,0.0,0.0,DNA,0.16873948276042938,0
1081,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,serine deriv.",ID1,0.0,0.0,DNA,0.063214972615242,0
1082,"2-amino-N-[(Z)-[(19S)-19-ethyl-19-hydroxy-14,18-dioxo-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4,6,8,10,15(20)-heptaen-10-yl]methylideneamino]-3-(4-hydroxyphenyl)propanamide;hydrochloride",SPP1,0.0,0.0,DNA,0.5726579427719116,1
1083,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,leucine deriv.",ELOVL5,0.0,0.0,DNA,0.4230450689792633,0
1084,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,leucine deriv.",ENDOD1,0.0,0.0,DNA,0.6963303685188293,1
1085,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,leucine deriv.",MIF,0.0,0.0,DNA,0.01008716318756342,0
1086,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,methionine deriv.",MIF,0.0,0.0,DNA,0.02196683920919895,0
1087,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,methionine deriv.",ELOVL5,0.0,0.0,DNA,0.7956334948539734,1
1088,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,methionine deriv.",ENDOD1,0.0,0.0,DNA,0.9594156742095947,1
1089,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,methionine deriv.",SLC43A3,0.0,0.0,DNA,0.9141647815704346,1
1090,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,alanine deriv.",MIF,0.0,0.0,DNA,0.007093136664479971,0
1091,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,alanine deriv.",FZD6,0.0,0.0,DNA,0.9864003658294678,1
1092,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,alanine deriv.",ELOVL5,0.0,0.0,DNA,0.21489067375659943,0
1093,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,alanine deriv.",PTBP1,0.0,0.0,DNA,0.09340383857488632,0
1094,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,glycine deriv",APBB1IP,0.0,0.0,DNA,0.871560275554657,1
1095,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,glycine deriv",HMGCR,0.0,0.0,DNA,0.9468505382537842,1
1096,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,glycine deriv",SPP1,0.0,0.0,DNA,0.693513035774231,1
1097,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,proline deriv",MIF,0.0,0.0,DNA,0.0069421278312802315,0
1098,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,histidine deriv.",BAX,0.0,0.0,DNA,0.9418309926986694,1
1099,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,tryptophan deriv.",IGF1R,0.0,0.0,DNA,0.44304290413856506,0
1100,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,tryptophan deriv.",ZNF512,0.0,0.0,DNA,0.9995031356811523,1
1101,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,tryptophan deriv.",VRK2,0.0,0.0,DNA,0.28847411274909973,0
1102,"iH-Pyrano[3',7]indolizino[1,2-b]quinoline,4-aminobenzoic acid deriv.",TUBA1B,0.0,0.0,DNA,0.8158330321311951,1
1103,"iH-Pyrano[3',7]indolizino[1,2-b]quinoline,4-aminobenzoic acid deriv.",ZNF512,0.0,0.0,DNA,0.9996316432952881,1
1104,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,cysteine deriv.",BAX,0.0,0.0,DNA,0.9359146952629089,1
1105,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,cysteine deriv.",CRACR2A,0.0,0.0,DNA,0.48834359645843506,0
1106,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,tryptophan deriv.",LITAF,0.0,0.0,DNA,0.9957503080368042,1
1107,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,proline deriv",ELOVL5,0.0,0.0,DNA,0.4321141541004181,0
1108,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,glycine deriv",SLC43A3,0.0,0.0,DNA,0.8372004628181458,1
1109,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,proline deriv",ETS1,0.0,0.0,DNA,0.9157770872116089,1
1110,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,histidine deriv.",SLC43A3,0.0,0.0,DNA,0.8371923565864563,1
1111,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,proline deriv",PTBP1,0.0,0.0,DNA,0.013489161618053913,0
1112,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,cysteine deriv.",ANXA6,0.0,0.0,DNA,0.06297454982995987,0
1113,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,glycine deriv.",RPL3,0.0,0.0,DNA,0.9746218323707581,1
1114,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,glycine deriv.",SGMS2,0.0,0.0,DNA,0.9705368280410767,1
1115,"1H-Pyrano[3',7]indolizino[1,2-b]quinoline,oxamic acid deriv.",SLC43A3,0.0,0.0,DNA,0.45997902750968933,0
