,Afatinib,Alectinib,Alisertib,Amuvatinib,Apitolisib,Avagacestat,Axitinib,Belinostat,Bortezomib,Bosutinib,Cabozantinib,Capivasertib,Crizotinib,Cyclopamine,Dabrafenib,Dactolisib,Daporinad,Dasatinib,Docetaxel,Elesclomol,Entinostat,Enzastaurin,Epothilone B,Fedratinib,Foretinib,Fulvestrant,Gefitinib,Idelalisib,Imatinib,Lapatinib,Lestaurtinib,Linsitinib,Luminespib,MK-2206,Masitinib,Methotrexate,Midostaurin,Motesanib,Navitoclax,Nilotinib,Olaparib,Omipalisib,PI-103,Paclitaxel,Palbociclib,Panobinostat,Pazopanib,Pelitinib,Pemetrexed,Phenformin,Pictilisib,Pilaralisib,Piperlongumine,Ponatinib,Pyrimethamine,Quizartinib,Refametinib,Saracatinib,Seliciclib,Selumetinib,Sunitinib,Talazoparib,Tanespimycin,Tipifarnib,Tivozanib,Tozasertib,Trametinib,Tretinoin,Veliparib,Vinorelbine,Vismodegib,Vorinostat,Voxtalisib,Z-LLNle-CHO
Lestaurtinib,0.2818815450926131,0.40548784184239217,0.28835859018182397,0.38589474012676916,0.3272873460489407,0.32079129741806867,0.4120252563061033,0.4644396466503373,0.4120252563061033,0.32079129741806867,0.40548784184239217,0.40548784184239217,0.33378656735307466,0.36633031823287965,0.34028896288000254,0.40548784184239217,0.4120252563061033,0.34028896288000254,0.24954371650309248,0.5566589406833753,0.41856586364617065,0.5104704930772836,0.34028896288000254,0.3142984199116796,0.32079129741806867,0.34679453418002026,0.34679453418002026,0.37284860814331466,0.3272873460489407,0.24954371650309248,1.0,0.4513168480975498,0.38589474012676916,0.43165666319373486,0.32079129741806867,0.33378656735307466,0.729604865664065,0.42510966542199213,0.19796712599287858,0.2818815450926131,0.4513168480975498,0.32079129741806867,0.4382068585223209,0.26893693891372017,0.38589474012676916,0.4513168480975498,0.34028896288000254,0.27540766185107657,0.36633031823287965,0.5434461281855345,0.37284860814331466,0.3272873460489407,0.44476025296944144,0.2948387986629548,0.5038850213839812,0.28835859018182397,0.36633031823287965,0.28835859018182397,0.4120252563061033,0.35330328280417334,0.37937008158966457,0.40548784184239217,0.26893693891372017,0.4120252563061033,0.3598152103042729,0.34679453418002026,0.3598152103042729,0.4578766454698542,0.4775752666955615,0.23663067482007172,0.4120252563061033,0.5368445590382613,0.4775752666955615,0.40548784184239217
Linsitinib,0.2948387986629548,0.34028896288000254,0.35330328280417334,0.3989536186963907,0.36633031823287965,0.3598152103042729,0.4382068585223209,0.4907237207603288,0.4513168480975498,0.3598152103042729,0.4578766454698542,0.3924225853102232,0.42510966542199213,0.34028896288000254,0.43165666319373486,0.44476025296944144,0.42510966542199213,0.36633031823287965,0.24954371650309248,0.5434461281855345,0.43165666319373486,0.43165666319373486,0.3272873460489407,0.36633031823287965,0.33378656735307466,0.34679453418002026,0.38589474012676916,0.4120252563061033,0.41856586364617065,0.3142984199116796,0.4513168480975498,1.0,0.37284860814331466,0.5368445590382613,0.38589474012676916,0.42510966542199213,0.3598152103042729,0.4382068585223209,0.19796712599287858,0.37284860814331466,0.4120252563061033,0.38589474012676916,0.4907237207603288,0.26893693891372017,0.37284860814331466,0.3989536186963907,0.40548784184239217,0.28835859018182397,0.3924225853102232,0.5698846626208347,0.34679453418002026,0.40548784184239217,0.44476025296944144,0.30780871198174964,0.5698846626208347,0.35330328280417334,0.35330328280417334,0.3142984199116796,0.4644396466503373,0.36633031823287965,0.34028896288000254,0.41856586364617065,0.21728474139454512,0.4120252563061033,0.3989536186963907,0.38589474012676916,0.33378656735307466,0.4578766454698542,0.5038850213839812,0.19796712599287858,0.4644396466503373,0.5368445590382613,0.5038850213839812,0.41856586364617065
Luminespib,0.33378656735307466,0.41856586364617065,0.35330328280417334,0.4513168480975498,0.49730276446810606,0.3989536186963907,0.3989536186963907,0.4644396466503373,0.4513168480975498,0.3598152103042729,0.43165666319373486,0.44476025296944144,0.37284860814331466,0.3142984199116796,0.3272873460489407,0.36633031823287965,0.42510966542199213,0.3924225853102232,0.1851044274883975,0.5302462125265865,0.44476025296944144,0.43165666319373486,0.28835859018182397,0.36633031823287965,0.42510966542199213,0.32079129741806867,0.4513168480975498,0.34679453418002026,0.4710058532037369,0.3272873460489407,0.38589474012676916,0.37284860814331466,1.0,0.40548784184239217,0.4644396466503373,0.38589474012676916,0.30780871198174964,0.4382068585223209,0.3142984199116796,0.30780871198174964,0.42510966542199213,0.3598152103042729,0.517059181118114,0.21728474139454512,0.3598152103042729,0.4513168480975498,0.35330328280417334,0.34028896288000254,0.41856586364617065,0.5038850213839812,0.4513168480975498,0.35330328280417334,0.4578766454698542,0.3598152103042729,0.5566589406833753,0.4578766454698542,0.37937008158966457,0.35330328280417334,0.4382068585223209,0.40548784184239217,0.41856586364617065,0.36633031823287965,0.20440318723963102,0.3989536186963907,0.4120252563061033,0.37284860814331466,0.32079129741806867,0.41856586364617065,0.4382068585223209,0.1594166835173585,0.4513168480975498,0.5236510870773365,0.4644396466503373,0.44476025296944144
MK-2206,0.27540766185107657,0.38589474012676916,0.37284860814331466,0.3924225853102232,0.37284860814331466,0.35330328280417334,0.4578766454698542,0.5104704930772836,0.43165666319373486,0.36633031823287965,0.4513168480975498,0.4513168480975498,0.3924225853102232,0.33378656735307466,0.42510966542199213,0.4644396466503373,0.43165666319373486,0.37284860814331466,0.23017888133658992,0.5500509215423364,0.4382068585223209,0.4775752666955615,0.34679453418002026,0.3989536186963907,0.3272873460489407,0.34028896288000254,0.36633031823287965,0.41856586364617065,0.38589474012676916,0.30780871198174964,0.43165666319373486,0.5368445590382613,0.40548784184239217,1.0,0.37937008158966457,0.3924225853102232,0.35330328280417334,0.43165666319373486,0.20440318723963102,0.34028896288000254,0.4841478886920818,0.3924225853102232,0.4710058532037369,0.24954371650309248,0.41856586364617065,0.44476025296944144,0.4120252563061033,0.2948387986629548,0.42510966542199213,0.563270187184127,0.41856586364617065,0.4120252563061033,0.4907237207603288,0.30132217208101153,0.5500509215423364,0.32079129741806867,0.3989536186963907,0.2948387986629548,0.4841478886920818,0.3989536186963907,0.3989536186963907,0.4513168480975498,0.23663067482007172,0.4710058532037369,0.37937008158966457,0.41856586364617065,0.34028896288000254,0.4907237207603288,0.5368445590382613,0.20440318723963102,0.44476025296944144,0.5566589406833753,0.563270187184127,0.42510966542199213
Masitinib,0.30780871198174964,0.26246937473780463,0.37937008158966457,0.3598152103042729,0.43165666319373486,0.33378656735307466,0.4120252563061033,0.4382068585223209,0.4907237207603288,0.42510966542199213,0.43165666319373486,0.37937008158966457,0.30780871198174964,0.24954371650309248,0.36633031823287965,0.37937008158966457,0.4644396466503373,0.5236510870773365,0.1851044274883975,0.517059181118114,0.563270187184127,0.40548784184239217,0.3142984199116796,0.44476025296944144,0.37284860814331466,0.2818815450926131,0.38589474012676916,0.30780871198174964,0.8709037152249604,0.28835859018182397,0.32079129741806867,0.38589474012676916,0.4644396466503373,0.37937008158966457,1.0,0.4120252563061033,0.2560049677813385,0.5038850213839812,0.28835859018182397,0.5831233066109398,0.42510966542199213,0.3598152103042729,0.4513168480975498,0.23017888133658992,0.3598152103042729,0.4120252563061033,0.44476025296944144,0.34028896288000254,0.43165666319373486,0.4775752666955615,0.3989536186963907,0.41856586364617065,0.41856586364617065,0.5831233066109398,0.4775752666955615,0.37937008158966457,0.34028896288000254,0.34028896288000254,0.38589474012676916,0.40548784184239217,0.35330328280417334,0.34028896288000254,0.17867778716396288,0.4382068585223209,0.38589474012676916,0.4907237207603288,0.37284860814331466,0.40548784184239217,0.42510966542199213,0.12097901651217136,0.5038850213839812,0.5236510870773365,0.4513168480975498,0.40548784184239217
Methotrexate,0.2948387986629548,0.26246937473780463,0.36633031823287965,0.3598152103042729,0.43165666319373486,0.3989536186963907,0.4120252563061033,0.4644396466503373,0.517059181118114,0.32079129741806867,0.41856586364617065,0.43165666319373486,0.3598152103042729,0.30132217208101153,0.3924225853102232,0.37937008158966457,0.42510966542199213,0.37937008158966457,0.19796712599287858,0.609639411262858,0.49730276446810606,0.36633031823287965,0.28835859018182397,0.35330328280417334,0.2948387986629548,0.30780871198174964,0.32079129741806867,0.38589474012676916,0.41856586364617065,0.26246937473780463,0.33378656735307466,0.42510966542199213,0.38589474012676916,0.3924225853102232,0.4120252563061033,1.0,0.30780871198174964,0.4120252563061033,0.1851044274883975,0.3598152103042729,0.37284860814331466,0.34679453418002026,0.4120252563061033,0.2560049677813385,0.3598152103042729,0.4120252563061033,0.41856586364617065,0.34028896288000254,0.656167395063779,0.5302462125265865,0.32079129741806867,0.35330328280417334,0.41856586364617065,0.33378656735307466,0.5831233066109398,0.30132217208101153,0.36633031823287965,0.26246937473780463,0.4513168480975498,0.40548784184239217,0.37937008158966457,0.35330328280417334,0.23017888133658992,0.4120252563061033,0.38589474012676916,0.3598152103042729,0.2818815450926131,0.43165666319373486,0.4775752666955615,0.12097901651217136,0.4382068585223209,0.5765023685705106,0.4907237207603288,0.4841478886920818
Midostaurin,0.24308561936258144,0.3142984199116796,0.28835859018182397,0.2948387986629548,0.27540766185107657,0.26893693891372017,0.3598152103042729,0.4120252563061033,0.3598152103042729,0.2560049677813385,0.36633031823287965,0.3142984199116796,0.26893693891372017,0.3142984199116796,0.26246937473780463,0.3272873460489407,0.37284860814331466,0.23663067482007172,0.23663067482007172,0.5434461281855345,0.36633031823287965,0.41856586364617065,0.30132217208101153,0.23663067482007172,0.26893693891372017,0.2818815450926131,0.2818815450926131,0.2948387986629548,0.26246937473780463,0.1851044274883975,0.729604865664065,0.3598152103042729,0.30780871198174964,0.35330328280417334,0.2560049677813385,0.30780871198174964,1.0,0.3598152103042729,0.1594166835173585,0.23017888133658992,0.38589474012676916,0.2948387986629548,0.37284860814331466,0.26893693891372017,0.32079129741806867,0.37284860814331466,0.28835859018182397,0.23663067482007172,0.3142984199116796,0.4644396466503373,0.2948387986629548,0.28835859018182397,0.40548784184239217,0.21728474139454512,0.4120252563061033,0.22373023737390518,0.28835859018182397,0.2108423918617781,0.32079129741806867,0.28835859018182397,0.3272873460489407,0.34028896288000254,0.2818815450926131,0.34679453418002026,0.32079129741806867,0.2818815450926131,0.2948387986629548,0.40548784184239217,0.42510966542199213,0.19796712599287858,0.37284860814331466,0.4710058532037369,0.4120252563061033,0.35330328280417334
Motesanib,0.37284860814331466,0.37937008158966457,0.40548784184239217,0.42510966542199213,0.37937008158966457,0.3598152103042729,0.5434461281855345,0.517059181118114,0.517059181118114,0.37284860814331466,0.5236510870773365,0.43165666319373486,0.3598152103042729,0.36633031823287965,0.3924225853102232,0.37937008158966457,0.4644396466503373,0.41856586364617065,0.22373023737390518,0.5963748852790509,0.5500509215423364,0.4710058532037369,0.3272873460489407,0.41856586364617065,0.4120252563061033,0.37284860814331466,0.4120252563061033,0.3989536186963907,0.5236510870773365,0.36633031823287965,0.42510966542199213,0.4382068585223209,0.4382068585223209,0.43165666319373486,0.5038850213839812,0.4120252563061033,0.3598152103042729,1.0,0.19796712599287858,0.4513168480975498,0.4775752666955615,0.3989536186963907,0.4644396466503373,0.2560049677813385,0.3989536186963907,0.5038850213839812,0.43165666319373486,0.37937008158966457,0.44476025296944144,0.5566589406833753,0.37284860814331466,0.4578766454698542,0.4710058532037369,0.4513168480975498,0.517059181118114,0.37937008158966457,0.40548784184239217,0.3142984199116796,0.5434461281855345,0.43165666319373486,0.44476025296944144,0.43165666319373486,0.2948387986629548,0.42510966542199213,0.4382068585223209,0.4513168480975498,0.38589474012676916,0.49730276446810606,0.5566589406833753,0.22373023737390518,0.609639411262858,0.603005529066154,0.4907237207603288,0.4578766454698542
Navitoclax,0.12097901651217136,0.17867778716396288,0.1401837737232121,0.1722542840815091,0.26893693891372017,0.3142984199116796,0.22373023737390518,0.34028896288000254,0.23663067482007172,0.1722542840815091,0.20440318723963102,0.2560049677813385,0.1722542840815091,0.10180237067528886,0.16583391670955194,0.23017888133658992,0.22373023737390518,0.24308561936258144,0.06353324858973153,0.35330328280417334,0.23017888133658992,0.20440318723963102,0.10180237067528886,0.23017888133658992,0.22373023737390518,0.1722542840815091,0.26246937473780463,0.1722542840815091,0.2818815450926131,0.11458367978046446,0.19796712599287858,0.19796712599287858,0.3142984199116796,0.20440318723963102,0.28835859018182397,0.1851044274883975,0.1594166835173585,0.19796712599287858,1.0,0.1594166835173585,0.2108423918617781,0.19796712599287858,0.26246937473780463,0.06990365226640805,0.1594166835173585,0.22373023737390518,0.16583391670955194,0.11458367978046446,0.20440318723963102,0.28835859018182397,0.24954371650309248,0.24308561936258144,0.23017888133658992,0.2108423918617781,0.3142984199116796,0.21728474139454512,0.21728474139454512,0.16583391670955194,0.26246937473780463,0.21728474139454512,0.17867778716396288,0.19153420658704512,0.05716595470243746,0.23663067482007172,0.1722542840815091,0.2108423918617781,0.1594166835173585,0.24308561936258144,0.26246937473780463,0.0,0.27540766185107657,0.33378656735307466,0.19796712599287858,0.23017888133658992
Nilotinib,0.2560049677813385,0.2108423918617781,0.35330328280417334,0.2818815450926131,0.3142984199116796,0.32079129741806867,0.38589474012676916,0.42510966542199213,0.42510966542199213,0.2818815450926131,0.40548784184239217,0.30132217208101153,0.30780871198174964,0.23663067482007172,0.37937008158966457,0.36633031823287965,0.4120252563061033,0.37937008158966457,0.14659161355305628,0.4907237207603288,0.4841478886920818,0.3272873460489407,0.2108423918617781,0.3924225853102232,0.2818815450926131,0.26893693891372017,0.2948387986629548,0.32079129741806867,0.7095373307219361,0.23663067482007172,0.2818815450926131,0.37284860814331466,0.30780871198174964,0.34028896288000254,0.5831233066109398,0.3598152103042729,0.23017888133658992,0.4513168480975498,0.1594166835173585,1.0,0.34679453418002026,0.3598152103042729,0.4120252563061033,0.16583391670955194,0.37284860814331466,0.37284860814331466,0.4578766454698542,0.30132217208101153,0.35330328280417334,0.42510966542199213,0.2818815450926131,0.36633031823287965,0.36633031823287965,0.4644396466503373,0.42510966542199213,0.30132217208101153,0.30132217208101153,0.19796712599287858,0.37284860814331466,0.36633031823287965,0.35330328280417334,0.34028896288000254,0.16583391670955194,0.38589474012676916,0.37284860814331466,0.3598152103042729,0.34679453418002026,0.36633031823287965,0.3989536186963907,0.06990365226640805,0.4513168480975498,0.4841478886920818,0.4120252563061033,0.34028896288000254
Olaparib,0.37284860814331466,0.3924225853102232,0.40548784184239217,0.4907237207603288,0.40548784184239217,0.4120252563061033,0.5038850213839812,0.5038850213839812,0.4644396466503373,0.3989536186963907,0.4710058532037369,0.4578766454698542,0.4513168480975498,0.34028896288000254,0.37937008158966457,0.43165666319373486,0.5302462125265865,0.41856586364617065,0.22373023737390518,0.5698846626208347,0.5104704930772836,0.49730276446810606,0.34028896288000254,0.37937008158966457,0.38589474012676916,0.38589474012676916,0.42510966542199213,0.42510966542199213,0.43165666319373486,0.3272873460489407,0.4513168480975498,0.4120252563061033,0.42510966542199213,0.4841478886920818,0.42510966542199213,0.37284860814331466,0.38589474012676916,0.4775752666955615,0.2108423918617781,0.34679453418002026,1.0,0.42510966542199213,0.4775752666955615,0.24308561936258144,0.4644396466503373,0.5038850213839812,0.36633031823287965,0.3924225853102232,0.44476025296944144,0.5698846626208347,0.4120252563061033,0.36633031823287965,0.49730276446810606,0.37284860814331466,0.5302462125265865,0.3272873460489407,0.40548784184239217,0.3272873460489407,0.4644396466503373,0.43165666319373486,0.43165666319373486,0.5236510870773365,0.2560049677813385,0.4382068585223209,0.38589474012676916,0.4775752666955615,0.4120252563061033,0.44476025296944144,0.5038850213839812,0.24954371650309248,0.4644396466503373,0.5765023685705106,0.517059181118114,0.44476025296944144
Omipalisib,0.34679453418002026,0.28835859018182397,0.43165666319373486,0.34679453418002026,0.3272873460489407,0.4120252563061033,0.4513168480975498,0.4907237207603288,0.4382068585223209,0.38589474012676916,0.5500509215423364,0.34028896288000254,0.3989536186963907,0.26246937473780463,0.5104704930772836,0.4841478886920818,0.37284860814331466,0.3272873460489407,0.2108423918617781,0.5038850213839812,0.44476025296944144,0.36633031823287965,0.28835859018182397,0.3924225853102232,0.42510966542199213,0.30780871198174964,0.4120252563061033,0.3598152103042729,0.37937008158966457,0.41856586364617065,0.32079129741806867,0.38589474012676916,0.3598152103042729,0.3924225853102232,0.3598152103042729,0.34679453418002026,0.2948387986629548,0.3989536186963907,0.19796712599287858,0.3598152103042729,0.42510966542199213,1.0,0.3989536186963907,0.21728474139454512,0.34679453418002026,0.38589474012676916,0.44476025296944144,0.3924225853102232,0.3272873460489407,0.4775752666955615,0.34679453418002026,0.4578766454698542,0.4578766454698542,0.2948387986629548,0.4907237207603288,0.3142984199116796,0.4710058532037369,0.26246937473780463,0.38589474012676916,0.43165666319373486,0.41856586364617065,0.41856586364617065,0.24308561936258144,0.3989536186963907,0.4775752666955615,0.34679453418002026,0.34679453418002026,0.40548784184239217,0.42510966542199213,0.14659161355305628,0.4775752666955615,0.49730276446810606,0.4382068585223209,0.3924225853102232
PI-103,0.33378656735307466,0.41856586364617065,0.36633031823287965,0.5566589406833753,0.5765023685705106,0.3989536186963907,0.4644396466503373,0.5038850213839812,0.4513168480975498,0.42510966542199213,0.4710058532037369,0.4710058532037369,0.38589474012676916,0.34028896288000254,0.41856586364617065,0.44476025296944144,0.4644396466503373,0.4578766454698542,0.19796712599287858,0.5566589406833753,0.4841478886920818,0.4841478886920818,0.34028896288000254,0.41856586364617065,0.4382068585223209,0.38589474012676916,0.4907237207603288,0.38589474012676916,0.4841478886920818,0.35330328280417334,0.4382068585223209,0.4907237207603288,0.517059181118114,0.4710058532037369,0.4513168480975498,0.4120252563061033,0.37284860814331466,0.4644396466503373,0.26246937473780463,0.4120252563061033,0.4775752666955615,0.3989536186963907,1.0,0.21728474139454512,0.4120252563061033,0.4513168480975498,0.41856586364617065,0.3272873460489407,0.40548784184239217,0.5566589406833753,0.5566589406833753,0.37937008158966457,0.4841478886920818,0.3989536186963907,0.5434461281855345,0.41856586364617065,0.37937008158966457,0.3924225853102232,0.4644396466503373,0.40548784184239217,0.35330328280417334,0.44476025296944144,0.21728474139454512,0.4513168480975498,0.4382068585223209,0.4120252563061033,0.3598152103042729,0.4710058532037369,0.517059181118114,0.1722542840815091,0.4775752666955615,0.5500509215423364,0.5038850213839812,0.43165666319373486
Paclitaxel,0.12737747672940003,0.1594166835173585,0.1851044274883975,0.20440318723963102,0.2108423918617781,0.1401837737232121,0.2560049677813385,0.30780871198174964,0.30780871198174964,0.12737747672940003,0.27540766185107657,0.22373023737390518,0.16583391670955194,0.19796712599287858,0.22373023737390518,0.1851044274883975,0.26893693891372017,0.1851044274883975,0.8438778267272085,0.4120252563061033,0.34028896288000254,0.23663067482007172,0.24954371650309248,0.1851044274883975,0.1401837737232121,0.19153420658704512,0.15300258297494018,0.17867778716396288,0.23663067482007172,0.08265379506394055,0.26893693891372017,0.26893693891372017,0.21728474139454512,0.24954371650309248,0.23017888133658992,0.2560049677813385,0.26893693891372017,0.2560049677813385,0.06990365226640805,0.16583391670955194,0.24308561936258144,0.21728474139454512,0.21728474139454512,1.0,0.21728474139454512,0.26893693891372017,0.1722542840815091,0.12097901651217136,0.27540766185107657,0.34679453418002026,0.15300258297494018,0.2108423918617781,0.27540766185107657,0.1401837737232121,0.2948387986629548,0.14659161355305628,0.24954371650309248,0.12097901651217136,0.24308561936258144,0.19796712599287858,0.22373023737390518,0.1722542840815091,0.1401837737232121,0.19153420658704512,0.24308561936258144,0.19153420658704512,0.24308561936258144,0.3142984199116796,0.33378656735307466,0.06990365226640805,0.30780871198174964,0.3924225853102232,0.2948387986629548,0.30132217208101153
Palbociclib,0.2948387986629548,0.37937008158966457,0.36633031823287965,0.3598152103042729,0.37937008158966457,0.2948387986629548,0.3989536186963907,0.4513168480975498,0.3989536186963907,0.34679453418002026,0.43165666319373486,0.41856586364617065,0.3989536186963907,0.35330328280417334,0.34028896288000254,0.41856586364617065,0.4513168480975498,0.40548784184239217,0.19796712599287858,0.517059181118114,0.40548784184239217,0.44476025296944144,0.36633031823287965,0.41856586364617065,0.32079129741806867,0.33378656735307466,0.34679453418002026,0.38589474012676916,0.40548784184239217,0.24954371650309248,0.38589474012676916,0.37284860814331466,0.3598152103042729,0.41856586364617065,0.3598152103042729,0.3598152103042729,0.32079129741806867,0.3989536186963907,0.1594166835173585,0.37284860814331466,0.4644396466503373,0.34679453418002026,0.4120252563061033,0.21728474139454512,1.0,0.4382068585223209,0.41856586364617065,0.30132217208101153,0.36633031823287965,0.4644396466503373,0.37284860814331466,0.3272873460489407,0.4710058532037369,0.30780871198174964,0.4644396466503373,0.30132217208101153,0.34028896288000254,0.28835859018182397,0.42510966542199213,0.35330328280417334,0.3924225853102232,0.3924225853102232,0.26893693891372017,0.37284860814331466,0.3989536186963907,0.4513168480975498,0.4513168480975498,0.4578766454698542,0.5038850213839812,0.1594166835173585,0.3989536186963907,0.49730276446810606,0.4907237207603288,0.36633031823287965
Panobinostat,0.38589474012676916,0.3924225853102232,0.35330328280417334,0.4775752666955615,0.3924225853102232,0.38589474012676916,0.5302462125265865,0.6894991700633248,0.5038850213839812,0.3598152103042729,0.4710058532037369,0.4578766454698542,0.38589474012676916,0.36633031823287965,0.3924225853102232,0.43165666319373486,0.5566589406833753,0.3924225853102232,0.24954371650309248,0.6495107996706508,0.5500509215423364,0.4841478886920818,0.34028896288000254,0.37937008158966457,0.3598152103042729,0.37284860814331466,0.38589474012676916,0.4120252563061033,0.41856586364617065,0.3924225853102232,0.4513168480975498,0.3989536186963907,0.4513168480975498,0.44476025296944144,0.4120252563061033,0.4120252563061033,0.37284860814331466,0.5038850213839812,0.22373023737390518,0.37284860814331466,0.5038850213839812,0.38589474012676916,0.4513168480975498,0.26893693891372017,0.4382068585223209,1.0,0.40548784184239217,0.3924225853102232,0.4841478886920818,0.6229168972124004,0.42510966542199213,0.40548784184239217,0.5500509215423364,0.34679453418002026,0.5434461281855345,0.36633031823287965,0.40548784184239217,0.3142984199116796,0.5038850213839812,0.41856586364617065,0.5104704930772836,0.43165666319373486,0.30780871198174964,0.4120252563061033,0.4382068585223209,0.42510966542199213,0.37284860814331466,0.5368445590382613,0.5566589406833753,0.30132217208101153,0.5038850213839812,0.656167395063779,0.517059181118114,0.5368445590382613
Pazopanib,0.37937008158966457,0.32079129741806867,0.4120252563061033,0.35330328280417334,0.34679453418002026,0.35330328280417334,0.43165666319373486,0.4841478886920818,0.41856586364617065,0.3924225853102232,0.4775752666955615,0.37284860814331466,0.34028896288000254,0.2948387986629548,0.4382068585223209,0.4382068585223209,0.3924225853102232,0.38589474012676916,0.16583391670955194,0.5368445590382613,0.4120252563061033,0.3989536186963907,0.2818815450926131,0.517059181118114,0.36633031823287965,0.30132217208101153,0.43165666319373486,0.36633031823287965,0.517059181118114,0.3598152103042729,0.34028896288000254,0.40548784184239217,0.35330328280417334,0.4120252563061033,0.44476025296944144,0.41856586364617065,0.28835859018182397,0.43165666319373486,0.16583391670955194,0.4578766454698542,0.36633031823287965,0.44476025296944144,0.41856586364617065,0.1722542840815091,0.41856586364617065,0.40548784184239217,1.0,0.3989536186963907,0.3598152103042729,0.5104704930772836,0.36633031823287965,0.4382068585223209,0.4382068585223209,0.36633031823287965,0.5104704930772836,0.33378656735307466,0.37284860814331466,0.32079129741806867,0.43165666319373486,0.3989536186963907,0.37284860814331466,0.42510966542199213,0.22373023737390518,0.44476025296944144,0.43165666319373486,0.43165666319373486,0.34028896288000254,0.42510966542199213,0.44476025296944144,0.15300258297494018,0.4841478886920818,0.517059181118114,0.49730276446810606,0.37284860814331466
Pelitinib,0.7095373307219361,0.2818815450926131,0.42510966542199213,0.28835859018182397,0.26893693891372017,0.35330328280417334,0.36633031823287965,0.44476025296944144,0.36633031823287965,0.5765023685705106,0.4907237207603288,0.3598152103042729,0.36633031823287965,0.21728474139454512,0.32079129741806867,0.37284860814331466,0.36633031823287965,0.3989536186963907,0.10180237067528886,0.49730276446810606,0.3989536186963907,0.32079129741806867,0.20440318723963102,0.34679453418002026,0.3924225853102232,0.27540766185107657,0.5368445590382613,0.3272873460489407,0.3598152103042729,0.38589474012676916,0.27540766185107657,0.28835859018182397,0.34028896288000254,0.2948387986629548,0.34028896288000254,0.34028896288000254,0.23663067482007172,0.37937008158966457,0.11458367978046446,0.30132217208101153,0.3924225853102232,0.3924225853102232,0.3272873460489407,0.12097901651217136,0.30132217208101153,0.3924225853102232,0.3989536186963907,1.0,0.2948387986629548,0.43165666319373486,0.26246937473780463,0.38589474012676916,0.4120252563061033,0.3142984199116796,0.4710058532037369,0.30780871198174964,0.3989536186963907,0.30780871198174964,0.34028896288000254,0.42510966542199213,0.3598152103042729,0.33378656735307466,0.1722542840815091,0.37937008158966457,0.4578766454698542,0.35330328280417334,0.3142984199116796,0.37284860814331466,0.37937008158966457,0.11458367978046446,0.4578766454698542,0.4907237207603288,0.3924225853102232,0.38589474012676916
Pemetrexed,0.26246937473780463,0.32079129741806867,0.33378656735307466,0.37937008158966457,0.38589474012676916,0.3924225853102232,0.43165666319373486,0.4841478886920818,0.5104704930772836,0.30132217208101153,0.4120252563061033,0.4644396466503373,0.34028896288000254,0.2948387986629548,0.37284860814331466,0.3598152103042729,0.43165666319373486,0.3598152103042729,0.21728474139454512,0.58974747832068,0.5302462125265865,0.37284860814331466,0.30780871198174964,0.33378656735307466,0.28835859018182397,0.3142984199116796,0.3142984199116796,0.41856586364617065,0.42510966542199213,0.26893693891372017,0.36633031823287965,0.3924225853102232,0.41856586364617065,0.42510966542199213,0.43165666319373486,0.656167395063779,0.3142984199116796,0.44476025296944144,0.20440318723963102,0.35330328280417334,0.44476025296944144,0.3272873460489407,0.40548784184239217,0.27540766185107657,0.36633031823287965,0.4841478886920818,0.3598152103042729,0.2948387986629548,1.0,0.58974747832068,0.3272873460489407,0.3598152103042729,0.4382068585223209,0.3272873460489407,0.5368445590382613,0.2948387986629548,0.3598152103042729,0.26893693891372017,0.44476025296944144,0.38589474012676916,0.4120252563061033,0.4120252563061033,0.24954371650309248,0.40548784184239217,0.36633031823287965,0.37937008158966457,0.3142984199116796,0.4644396466503373,0.49730276446810606,0.15300258297494018,0.43165666319373486,0.5963748852790509,0.49730276446810606,0.4907237207603288
Phenformin,0.3989536186963907,0.44476025296944144,0.4578766454698542,0.5566589406833753,0.4710058532037369,0.5038850213839812,0.5698846626208347,0.662827241541283,0.6229168972124004,0.4644396466503373,0.5368445590382613,0.5236510870773365,0.4775752666955615,0.4710058532037369,0.5104704930772836,0.5104704930772836,0.5698846626208347,0.4710058532037369,0.3272873460489407,0.7429995626002821,0.6295605041308381,0.5368445590382613,0.43165666319373486,0.4710058532037369,0.4120252563061033,0.4775752666955615,0.4775752666955615,0.517059181118114,0.4841478886920818,0.44476025296944144,0.5434461281855345,0.5698846626208347,0.5038850213839812,0.563270187184127,0.4775752666955615,0.5302462125265865,0.4644396466503373,0.5566589406833753,0.28835859018182397,0.42510966542199213,0.5698846626208347,0.4775752666955615,0.5566589406833753,0.34679453418002026,0.4644396466503373,0.6229168972124004,0.5104704930772836,0.43165666319373486,0.58974747832068,1.0,0.4644396466503373,0.5104704930772836,0.603005529066154,0.42510966542199213,0.6894991700633248,0.40548784184239217,0.5104704930772836,0.40548784184239217,0.6229168972124004,0.5104704930772836,0.5104704930772836,0.5104704930772836,0.38589474012676916,0.5302462125265865,0.5038850213839812,0.5038850213839812,0.4513168480975498,0.603005529066154,0.6362073557900736,0.28835859018182397,0.5831233066109398,0.7497018179499779,0.609639411262858,0.6295605041308381
